state,utility_name,zip_code,month,year,number_of_disconnections
Washington,Puget Sound Energy Inc,98001,April,2019,8
Washington,Puget Sound Energy Inc,98002,April,2019,10
Washington,Puget Sound Energy Inc,98003,April,2019,40
Washington,Puget Sound Energy Inc,98004,April,2019,32
Washington,Puget Sound Energy Inc,98005,April,2019,13
Washington,Puget Sound Energy Inc,98006,April,2019,40
Washington,Puget Sound Energy Inc,98007,April,2019,20
Washington,Puget Sound Energy Inc,98008,April,2019,18
Washington,Puget Sound Energy Inc,98010,April,2019,16
Washington,Puget Sound Energy Inc,98011,April,2019,29
Washington,Puget Sound Energy Inc,98012,April,2019,1
Washington,Puget Sound Energy Inc,98014,April,2019,0
Washington,Puget Sound Energy Inc,98019,April,2019,0
Washington,Puget Sound Energy Inc,98020,April,2019,11
Washington,Puget Sound Energy Inc,98021,April,2019,0
Washington,Puget Sound Energy Inc,98022,April,2019,48
Washington,Puget Sound Energy Inc,98023,April,2019,82
Washington,Puget Sound Energy Inc,98024,April,2019,1
Washington,Puget Sound Energy Inc,98026,April,2019,24
Washington,Northwest Natural Gas Company,98026,April,2019,0
Washington,Puget Sound Energy Inc,98027,April,2019,1
Washington,Puget Sound Energy Inc,98028,April,2019,31
Washington,Puget Sound Energy Inc,98029,April,2019,0
Washington,Puget Sound Energy Inc,98030,April,2019,14
Washington,Puget Sound Energy Inc,98031,April,2019,43
Washington,Puget Sound Energy Inc,98032,April,2019,59
Washington,Puget Sound Energy Inc,98033,April,2019,2
Washington,Puget Sound Energy Inc,98034,April,2019,54
Washington,Puget Sound Energy Inc,98036,April,2019,3
Washington,Puget Sound Energy Inc,98037,April,2019,1
Washington,Puget Sound Energy Inc,98038,April,2019,51
Washington,Puget Sound Energy Inc,98039,April,2019,1
Washington,Puget Sound Energy Inc,98040,April,2019,23
Washington,Puget Sound Energy Inc,98042,April,2019,11
Washington,Puget Sound Energy Inc,98043,April,2019,4
Washington,Puget Sound Energy Inc,98045,April,2019,13
Washington,Puget Sound Energy Inc,98047,April,2019,15
Washington,Puget Sound Energy Inc,98051,April,2019,1
Washington,Puget Sound Energy Inc,98052,April,2019,34
Washington,Puget Sound Energy Inc,98053,April,2019,11
Washington,Puget Sound Energy Inc,98055,April,2019,45
Washington,Puget Sound Energy Inc,98056,April,2019,67
Washington,Puget Sound Energy Inc,98057,April,2019,33
Washington,Puget Sound Energy Inc,98058,April,2019,68
Washington,Puget Sound Energy Inc,98059,April,2019,28
Washington,Puget Sound Energy Inc,98065,April,2019,6
Washington,Puget Sound Energy Inc,98068,April,2019,1
Washington,Puget Sound Energy Inc,98070,April,2019,21
Washington,Puget Sound Energy Inc,98072,April,2019,25
Washington,Puget Sound Energy Inc,98074,April,2019,0
Washington,Puget Sound Energy Inc,98075,April,2019,0
Washington,Puget Sound Energy Inc,98077,April,2019,2
Washington,Puget Sound Energy Inc,98087,April,2019,1
Washington,Puget Sound Energy Inc,98092,April,2019,35
Washington,Puget Sound Energy Inc,98101,April,2019,0
Washington,Puget Sound Energy Inc,98102,April,2019,0
Washington,Puget Sound Energy Inc,98103,April,2019,0
Washington,Puget Sound Energy Inc,98104,April,2019,0
Washington,Puget Sound Energy Inc,98105,April,2019,0
Washington,Puget Sound Energy Inc,98106,April,2019,16
Washington,Puget Sound Energy Inc,98107,April,2019,19
Washington,Puget Sound Energy Inc,98108,April,2019,5
Washington,Puget Sound Energy Inc,98109,April,2019,1
Washington,Puget Sound Energy Inc,98110,April,2019,0
Washington,Puget Sound Energy Inc,98112,April,2019,0
Washington,Puget Sound Energy Inc,98115,April,2019,0
Washington,Puget Sound Energy Inc,98116,April,2019,17
Washington,Puget Sound Energy Inc,98117,April,2019,13
Washington,Puget Sound Energy Inc,98118,April,2019,5
Washington,Northwest Natural Gas Company,98119,April,2019,0
Washington,Puget Sound Energy Inc,98119,April,2019,6
Washington,Puget Sound Energy Inc,98121,April,2019,0
Washington,Puget Sound Energy Inc,98122,April,2019,0
Washington,Puget Sound Energy Inc,98125,April,2019,0
Washington,Puget Sound Energy Inc,98126,April,2019,42
Washington,Northwest Natural Gas Company,98127,April,2019,0
Washington,Puget Sound Energy Inc,98133,April,2019,0
Washington,Puget Sound Energy Inc,98134,April,2019,0
Washington,Puget Sound Energy Inc,98136,April,2019,7
Washington,Puget Sound Energy Inc,98144,April,2019,0
Washington,Puget Sound Energy Inc,98146,April,2019,20
Washington,Puget Sound Energy Inc,98148,April,2019,38
Washington,Puget Sound Energy Inc,98155,April,2019,0
Washington,Puget Sound Energy Inc,98166,April,2019,42
Washington,Puget Sound Energy Inc,98168,April,2019,16
Washington,Puget Sound Energy Inc,98177,April,2019,0
Washington,Puget Sound Energy Inc,98178,April,2019,4
Washington,Puget Sound Energy Inc,98188,April,2019,103
Washington,Puget Sound Energy Inc,98198,April,2019,137
Washington,Puget Sound Energy Inc,98199,April,2019,13
Washington,Puget Sound Energy Inc,98201,April,2019,21
Washington,Puget Sound Energy Inc,98203,April,2019,41
Washington,Puget Sound Energy Inc,98204,April,2019,3
Washington,Northwest Natural Gas Company,98208,April,2019,0
Washington,Puget Sound Energy Inc,98208,April,2019,0
Washington,Puget Sound Energy Inc,98220,April,2019,0
Washington,Puget Sound Energy Inc,98221,April,2019,23
Washington,Puget Sound Energy Inc,98223,April,2019,5
Washington,Puget Sound Energy Inc,98224,April,2019,0
Washington,Puget Sound Energy Inc,98225,April,2019,47
Washington,Puget Sound Energy Inc,98226,April,2019,71
Washington,Puget Sound Energy Inc,98229,April,2019,37
Washington,Puget Sound Energy Inc,98230,April,2019,18
Washington,Puget Sound Energy Inc,98232,April,2019,0
Washington,Puget Sound Energy Inc,98233,April,2019,29
Washington,Puget Sound Energy Inc,98235,April,2019,0
Washington,Puget Sound Energy Inc,98236,April,2019,0
Washington,Puget Sound Energy Inc,98237,April,2019,0
Washington,Puget Sound Energy Inc,98238,April,2019,0
Washington,Puget Sound Energy Inc,98239,April,2019,0
Washington,Puget Sound Energy Inc,98240,April,2019,1
Washington,Puget Sound Energy Inc,98244,April,2019,4
Washington,Puget Sound Energy Inc,98247,April,2019,0
Washington,Puget Sound Energy Inc,98248,April,2019,33
Washington,Puget Sound Energy Inc,98249,April,2019,0
Washington,Puget Sound Energy Inc,98251,April,2019,0
Washington,Puget Sound Energy Inc,98252,April,2019,0
Washington,Puget Sound Energy Inc,98253,April,2019,0
Washington,Puget Sound Energy Inc,98255,April,2019,0
Washington,Puget Sound Energy Inc,98257,April,2019,3
Washington,Puget Sound Energy Inc,98258,April,2019,19
Washington,Puget Sound Energy Inc,98260,April,2019,0
Washington,Puget Sound Energy Inc,98262,April,2019,1
Washington,Puget Sound Energy Inc,98263,April,2019,0
Washington,Puget Sound Energy Inc,98264,April,2019,14
Washington,Puget Sound Energy Inc,98266,April,2019,0
Washington,Puget Sound Energy Inc,98267,April,2019,0
Washington,Puget Sound Energy Inc,98270,April,2019,38
Washington,Puget Sound Energy Inc,98271,April,2019,10
Washington,Puget Sound Energy Inc,98272,April,2019,9
Washington,Puget Sound Energy Inc,98273,April,2019,18
Washington,Puget Sound Energy Inc,98274,April,2019,7
Washington,Puget Sound Energy Inc,98275,April,2019,8
Washington,Puget Sound Energy Inc,98276,April,2019,0
Washington,Puget Sound Energy Inc,98277,April,2019,12
Washington,Puget Sound Energy Inc,98281,April,2019,0
Washington,Puget Sound Energy Inc,98284,April,2019,2
Washington,Puget Sound Energy Inc,98288,April,2019,0
Washington,Puget Sound Energy Inc,98290,April,2019,8
Washington,Puget Sound Energy Inc,98292,April,2019,4
Washington,Puget Sound Energy Inc,98294,April,2019,5
Washington,Puget Sound Energy Inc,98295,April,2019,0
Washington,Puget Sound Energy Inc,98296,April,2019,2
Washington,Northwest Natural Gas Company,98307,April,2019,0
Washington,Puget Sound Energy Inc,98310,April,2019,49
Washington,Puget Sound Energy Inc,98311,April,2019,14
Washington,Puget Sound Energy Inc,98312,April,2019,44
Washington,Puget Sound Energy Inc,98321,April,2019,6
Washington,Puget Sound Energy Inc,98323,April,2019,0
Washington,Puget Sound Energy Inc,98327,April,2019,20
Washington,Puget Sound Energy Inc,98332,April,2019,16
Washington,Puget Sound Energy Inc,98335,April,2019,7
Washington,Puget Sound Energy Inc,98337,April,2019,12
Washington,Puget Sound Energy Inc,98338,April,2019,0
Washington,Puget Sound Energy Inc,98340,April,2019,6
Washington,Puget Sound Energy Inc,98342,April,2019,7
Washington,Puget Sound Energy Inc,98345,April,2019,2
Washington,Puget Sound Energy Inc,98346,April,2019,23
Washington,Puget Sound Energy Inc,98353,April,2019,0
Washington,Puget Sound Energy Inc,98354,April,2019,0
Washington,Puget Sound Energy Inc,98359,April,2019,8
Washington,Puget Sound Energy Inc,98360,April,2019,22
Washington,Puget Sound Energy Inc,98366,April,2019,54
Washington,Puget Sound Energy Inc,98367,April,2019,8
Washington,Puget Sound Energy Inc,98370,April,2019,46
Washington,Puget Sound Energy Inc,98371,April,2019,20
Washington,Puget Sound Energy Inc,98372,April,2019,15
Washington,Puget Sound Energy Inc,98373,April,2019,2
Washington,Puget Sound Energy Inc,98374,April,2019,2
Washington,Puget Sound Energy Inc,98375,April,2019,4
Washington,Puget Sound Energy Inc,98380,April,2019,0
Washington,Puget Sound Energy Inc,98383,April,2019,26
Washington,Puget Sound Energy Inc,98385,April,2019,0
Washington,Puget Sound Energy Inc,98387,April,2019,0
Washington,Puget Sound Energy Inc,98388,April,2019,0
Washington,Puget Sound Energy Inc,98390,April,2019,19
Washington,Puget Sound Energy Inc,98391,April,2019,83
Washington,Puget Sound Energy Inc,98392,April,2019,4
Washington,Puget Sound Energy Inc,98402,April,2019,1
Washington,Puget Sound Energy Inc,98403,April,2019,0
Washington,Puget Sound Energy Inc,98404,April,2019,30
Washington,Puget Sound Energy Inc,98405,April,2019,19
Washington,Puget Sound Energy Inc,98406,April,2019,29
Washington,Puget Sound Energy Inc,98407,April,2019,32
Washington,Puget Sound Energy Inc,98408,April,2019,23
Washington,Puget Sound Energy Inc,98409,April,2019,41
Washington,Puget Sound Energy Inc,98418,April,2019,19
Washington,Puget Sound Energy Inc,98422,April,2019,0
Washington,Puget Sound Energy Inc,98424,April,2019,2
Washington,Puget Sound Energy Inc,98439,April,2019,29
Washington,Puget Sound Energy Inc,98443,April,2019,1
Washington,Puget Sound Energy Inc,98444,April,2019,5
Washington,Puget Sound Energy Inc,98445,April,2019,9
Washington,Puget Sound Energy Inc,98446,April,2019,3
Washington,Puget Sound Energy Inc,98465,April,2019,9
Washington,Puget Sound Energy Inc,98466,April,2019,35
Washington,Puget Sound Energy Inc,98467,April,2019,21
Washington,Puget Sound Energy Inc,98498,April,2019,57
Washington,Puget Sound Energy Inc,98499,April,2019,17
Washington,Puget Sound Energy Inc,98501,April,2019,66
Washington,Puget Sound Energy Inc,98502,April,2019,20
Washington,Puget Sound Energy Inc,98503,April,2019,75
Washington,Puget Sound Energy Inc,98506,April,2019,10
Washington,Puget Sound Energy Inc,98512,April,2019,35
Washington,Puget Sound Energy Inc,98513,April,2019,36
Washington,Puget Sound Energy Inc,98516,April,2019,46
Washington,Puget Sound Energy Inc,98530,April,2019,2
Washington,Puget Sound Energy Inc,98531,April,2019,22
Washington,Puget Sound Energy Inc,98532,April,2019,6
Washington,Puget Sound Energy Inc,98558,April,2019,0
Washington,Puget Sound Energy Inc,98568,April,2019,0
Washington,Puget Sound Energy Inc,98576,April,2019,14
Washington,Puget Sound Energy Inc,98579,April,2019,30
Washington,Puget Sound Energy Inc,98580,April,2019,12
Washington,Puget Sound Energy Inc,98589,April,2019,14
Washington,Puget Sound Energy Inc,98591,April,2019,0
Washington,Puget Sound Energy Inc,98596,April,2019,0
Washington,Puget Sound Energy Inc,98597,April,2019,52
Washington,Northwest Natural Gas Company,98601,April,2019,0
Washington,Northwest Natural Gas Company,98602,April,2019,0
Washington,Northwest Natural Gas Company,98604,April,2019,11
Washington,Northwest Natural Gas Company,98605,April,2019,0
Washington,Northwest Natural Gas Company,98606,April,2019,0
Washington,Northwest Natural Gas Company,98607,April,2019,13
Washington,Northwest Natural Gas Company,98610,April,2019,0
Washington,Northwest Natural Gas Company,98612,April,2019,0
Washington,Northwest Natural Gas Company,98617,April,2019,0
Washington,Northwest Natural Gas Company,98620,April,2019,0
Washington,Avista Utilities,98620,April,2019,2
Washington,Northwest Natural Gas Company,98626,April,2019,0
Washington,Northwest Natural Gas Company,98628,April,2019,2
Washington,Northwest Natural Gas Company,98629,April,2019,7
Washington,Northwest Natural Gas Company,98635,April,2019,0
Washington,Northwest Natural Gas Company,98639,April,2019,1
Washington,Northwest Natural Gas Company,98642,April,2019,9
Washington,Northwest Natural Gas Company,98648,April,2019,0
Washington,Avista Utilities,98648,April,2019,0
Washington,Northwest Natural Gas Company,98660,April,2019,13
Washington,Northwest Natural Gas Company,98661,April,2019,32
Washington,Northwest Natural Gas Company,98662,April,2019,14
Washington,Northwest Natural Gas Company,98663,April,2019,10
Washington,Northwest Natural Gas Company,98664,April,2019,9
Washington,Northwest Natural Gas Company,98665,April,2019,15
Washington,Northwest Natural Gas Company,98666,April,2019,0
Washington,Northwest Natural Gas Company,98668,April,2019,0
Washington,Northwest Natural Gas Company,98671,April,2019,9
Washington,Northwest Natural Gas Company,98672,April,2019,2
Washington,Northwest Natural Gas Company,98674,April,2019,0
Washington,Northwest Natural Gas Company,98675,April,2019,0
Washington,Northwest Natural Gas Company,98682,April,2019,30
Washington,Northwest Natural Gas Company,98683,April,2019,9
Washington,Northwest Natural Gas Company,98684,April,2019,13
Washington,Northwest Natural Gas Company,98685,April,2019,18
Washington,Northwest Natural Gas Company,98686,April,2019,13
Washington,Northwest Natural Gas Company,98762,April,2019,0
Washington,Avista Utilities,98857,April,2019,0
Washington,Northwest Natural Gas Company,98864,April,2019,0
Washington,Puget Sound Energy Inc,98922,April,2019,4
Washington,Puget Sound Energy Inc,98925,April,2019,0
Washington,Puget Sound Energy Inc,98926,April,2019,0
Washington,Puget Sound Energy Inc,98934,April,2019,0
Washington,Puget Sound Energy Inc,98940,April,2019,0
Washington,Puget Sound Energy Inc,98941,April,2019,4
Washington,Puget Sound Energy Inc,98943,April,2019,0
Washington,Puget Sound Energy Inc,98946,April,2019,0
Washington,Avista Utilities,99001,April,2019,4
Washington,Avista Utilities,99003,April,2019,0
Washington,Avista Utilities,99004,April,2019,5
Washington,Avista Utilities,99005,April,2019,4
Washington,Avista Utilities,99006,April,2019,11
Washington,Avista Utilities,99008,April,2019,1
Washington,Avista Utilities,99009,April,2019,0
Washington,Avista Utilities,99011,April,2019,0
Washington,Avista Utilities,99012,April,2019,3
Washington,Avista Utilities,99013,April,2019,16
Washington,Avista Utilities,99014,April,2019,0
Washington,Avista Utilities,99016,April,2019,6
Washington,Avista Utilities,99018,April,2019,0
Washington,Avista Utilities,99019,April,2019,4
Washington,Avista Utilities,99020,April,2019,0
Washington,Avista Utilities,99021,April,2019,5
Washington,Avista Utilities,99022,April,2019,1
Washington,Avista Utilities,99023,April,2019,0
Washington,Avista Utilities,99025,April,2019,2
Washington,Avista Utilities,99026,April,2019,0
Washington,Avista Utilities,99027,April,2019,3
Washington,Avista Utilities,99029,April,2019,0
Washington,Avista Utilities,99030,April,2019,2
Washington,Avista Utilities,99031,April,2019,0
Washington,Avista Utilities,99032,April,2019,2
Washington,Avista Utilities,99033,April,2019,0
Washington,Avista Utilities,99034,April,2019,0
Washington,Avista Utilities,99036,April,2019,0
Washington,Avista Utilities,99037,April,2019,1
Washington,Avista Utilities,99039,April,2019,0
Washington,Avista Utilities,99040,April,2019,11
Washington,Avista Utilities,99101,April,2019,1
Washington,Avista Utilities,99102,April,2019,0
Washington,Avista Utilities,99103,April,2019,0
Washington,Avista Utilities,99104,April,2019,0
Washington,Avista Utilities,99107,April,2019,0
Washington,Avista Utilities,99109,April,2019,1
Washington,Avista Utilities,99110,April,2019,0
Washington,Avista Utilities,99111,April,2019,6
Washington,Avista Utilities,99113,April,2019,0
Washington,Avista Utilities,99114,April,2019,11
Washington,Avista Utilities,99117,April,2019,0
Washington,Avista Utilities,99122,April,2019,0
Washington,Avista Utilities,99125,April,2019,0
Washington,Avista Utilities,99126,April,2019,3
Washington,Avista Utilities,99128,April,2019,0
Washington,Avista Utilities,99129,April,2019,1
Washington,Avista Utilities,99130,April,2019,2
Washington,Avista Utilities,99131,April,2019,0
Washington,Avista Utilities,99134,April,2019,0
Washington,Avista Utilities,99137,April,2019,0
Washington,Avista Utilities,99138,April,2019,2
Washington,Avista Utilities,99141,April,2019,14
Washington,Avista Utilities,99143,April,2019,1
Washington,Avista Utilities,99144,April,2019,0
Washington,Avista Utilities,99146,April,2019,0
Washington,Avista Utilities,99148,April,2019,3
Washington,Avista Utilities,99149,April,2019,0
Washington,Avista Utilities,99151,April,2019,0
Washington,Avista Utilities,99156,April,2019,0
Washington,Avista Utilities,99157,April,2019,0
Washington,Avista Utilities,99158,April,2019,0
Washington,Avista Utilities,99159,April,2019,1
Washington,Avista Utilities,99160,April,2019,0
Washington,Avista Utilities,99161,April,2019,1
Washington,Avista Utilities,99163,April,2019,1
Washington,Avista Utilities,99164,April,2019,0
Washington,Avista Utilities,99167,April,2019,0
Washington,Avista Utilities,99169,April,2019,6
Washington,Avista Utilities,99170,April,2019,1
Washington,Avista Utilities,99171,April,2019,0
Washington,Avista Utilities,99173,April,2019,8
Washington,Avista Utilities,99174,April,2019,0
Washington,Avista Utilities,99176,April,2019,0
Washington,Avista Utilities,99179,April,2019,0
Washington,Avista Utilities,99181,April,2019,1
Washington,Avista Utilities,99185,April,2019,1
Washington,Avista Utilities,99201,April,2019,28
Washington,Avista Utilities,99202,April,2019,19
Washington,Avista Utilities,99203,April,2019,11
Washington,Avista Utilities,99204,April,2019,17
Washington,Avista Utilities,99205,April,2019,58
Washington,Avista Utilities,99206,April,2019,31
Washington,Avista Utilities,99207,April,2019,43
Washington,Avista Utilities,99208,April,2019,42
Washington,Avista Utilities,99212,April,2019,13
Washington,Avista Utilities,99216,April,2019,18
Washington,Avista Utilities,99217,April,2019,13
Washington,Avista Utilities,99218,April,2019,12
Washington,Avista Utilities,99219,April,2019,0
Washington,Avista Utilities,99220,April,2019,0
Washington,Avista Utilities,99223,April,2019,31
Washington,Avista Utilities,99224,April,2019,18
Washington,Avista Utilities,99260,April,2019,0
Washington,Avista Utilities,99326,April,2019,2
Washington,Avista Utilities,99335,April,2019,0
Washington,Avista Utilities,99341,April,2019,2
Washington,Avista Utilities,99344,April,2019,30
Washington,Avista Utilities,99371,April,2019,2
Washington,Avista Utilities,99402,April,2019,1
Washington,Avista Utilities,99403,April,2019,38
Washington,Puget Sound Energy Inc,98001,August,2019,69
Washington,Puget Sound Energy Inc,98002,August,2019,89
Washington,Puget Sound Energy Inc,98003,August,2019,331
Washington,Puget Sound Energy Inc,98004,August,2019,27
Washington,Puget Sound Energy Inc,98005,August,2019,3
Washington,Puget Sound Energy Inc,98006,August,2019,3
Washington,Puget Sound Energy Inc,98007,August,2019,9
Washington,Puget Sound Energy Inc,98008,August,2019,0
Washington,Puget Sound Energy Inc,98010,August,2019,0
Washington,Puget Sound Energy Inc,98011,August,2019,4
Washington,Puget Sound Energy Inc,98012,August,2019,9
Washington,Puget Sound Energy Inc,98014,August,2019,0
Washington,Puget Sound Energy Inc,98019,August,2019,0
Washington,Puget Sound Energy Inc,98020,August,2019,0
Washington,Puget Sound Energy Inc,98021,August,2019,0
Washington,Puget Sound Energy Inc,98022,August,2019,0
Washington,Puget Sound Energy Inc,98023,August,2019,203
Washington,Puget Sound Energy Inc,98024,August,2019,0
Washington,Northwest Natural Gas Company,98026,August,2019,0
Washington,Puget Sound Energy Inc,98026,August,2019,2
Washington,Puget Sound Energy Inc,98027,August,2019,17
Washington,Puget Sound Energy Inc,98028,August,2019,8
Washington,Puget Sound Energy Inc,98029,August,2019,19
Washington,Puget Sound Energy Inc,98030,August,2019,57
Washington,Puget Sound Energy Inc,98031,August,2019,65
Washington,Puget Sound Energy Inc,98032,August,2019,31
Washington,Puget Sound Energy Inc,98033,August,2019,29
Washington,Puget Sound Energy Inc,98034,August,2019,47
Washington,Puget Sound Energy Inc,98036,August,2019,0
Washington,Puget Sound Energy Inc,98037,August,2019,0
Washington,Puget Sound Energy Inc,98038,August,2019,12
Washington,Puget Sound Energy Inc,98039,August,2019,0
Washington,Puget Sound Energy Inc,98040,August,2019,5
Washington,Puget Sound Energy Inc,98042,August,2019,76
Washington,Puget Sound Energy Inc,98043,August,2019,0
Washington,Puget Sound Energy Inc,98045,August,2019,0
Washington,Puget Sound Energy Inc,98047,August,2019,35
Washington,Puget Sound Energy Inc,98051,August,2019,0
Washington,Puget Sound Energy Inc,98052,August,2019,53
Washington,Puget Sound Energy Inc,98053,August,2019,0
Washington,Puget Sound Energy Inc,98055,August,2019,62
Washington,Puget Sound Energy Inc,98056,August,2019,46
Washington,Puget Sound Energy Inc,98057,August,2019,49
Washington,Puget Sound Energy Inc,98058,August,2019,45
Washington,Puget Sound Energy Inc,98059,August,2019,6
Washington,Puget Sound Energy Inc,98065,August,2019,0
Washington,Puget Sound Energy Inc,98068,August,2019,0
Washington,Puget Sound Energy Inc,98070,August,2019,18
Washington,Puget Sound Energy Inc,98072,August,2019,0
Washington,Puget Sound Energy Inc,98074,August,2019,2
Washington,Puget Sound Energy Inc,98075,August,2019,0
Washington,Puget Sound Energy Inc,98077,August,2019,0
Washington,Puget Sound Energy Inc,98087,August,2019,9
Washington,Puget Sound Energy Inc,98092,August,2019,81
Washington,Puget Sound Energy Inc,98101,August,2019,0
Washington,Puget Sound Energy Inc,98102,August,2019,2
Washington,Puget Sound Energy Inc,98103,August,2019,0
Washington,Puget Sound Energy Inc,98104,August,2019,1
Washington,Puget Sound Energy Inc,98105,August,2019,0
Washington,Puget Sound Energy Inc,98106,August,2019,11
Washington,Puget Sound Energy Inc,98107,August,2019,3
Washington,Puget Sound Energy Inc,98108,August,2019,47
Washington,Puget Sound Energy Inc,98109,August,2019,1
Washington,Puget Sound Energy Inc,98110,August,2019,6
Washington,Puget Sound Energy Inc,98112,August,2019,0
Washington,Puget Sound Energy Inc,98115,August,2019,5
Washington,Puget Sound Energy Inc,98116,August,2019,11
Washington,Puget Sound Energy Inc,98117,August,2019,7
Washington,Puget Sound Energy Inc,98118,August,2019,13
Washington,Northwest Natural Gas Company,98119,August,2019,0
Washington,Puget Sound Energy Inc,98119,August,2019,11
Washington,Puget Sound Energy Inc,98121,August,2019,3
Washington,Puget Sound Energy Inc,98122,August,2019,3
Washington,Puget Sound Energy Inc,98125,August,2019,0
Washington,Puget Sound Energy Inc,98126,August,2019,7
Washington,Northwest Natural Gas Company,98127,August,2019,0
Washington,Puget Sound Energy Inc,98133,August,2019,4
Washington,Puget Sound Energy Inc,98134,August,2019,2
Washington,Puget Sound Energy Inc,98136,August,2019,10
Washington,Puget Sound Energy Inc,98144,August,2019,20
Washington,Puget Sound Energy Inc,98146,August,2019,17
Washington,Puget Sound Energy Inc,98148,August,2019,6
Washington,Puget Sound Energy Inc,98155,August,2019,4
Washington,Puget Sound Energy Inc,98166,August,2019,23
Washington,Puget Sound Energy Inc,98168,August,2019,16
Washington,Puget Sound Energy Inc,98177,August,2019,5
Washington,Puget Sound Energy Inc,98178,August,2019,8
Washington,Puget Sound Energy Inc,98188,August,2019,3
Washington,Puget Sound Energy Inc,98198,August,2019,5
Washington,Puget Sound Energy Inc,98199,August,2019,2
Washington,Puget Sound Energy Inc,98201,August,2019,36
Washington,Puget Sound Energy Inc,98203,August,2019,30
Washington,Puget Sound Energy Inc,98204,August,2019,22
Washington,Northwest Natural Gas Company,98208,August,2019,0
Washington,Puget Sound Energy Inc,98208,August,2019,0
Washington,Puget Sound Energy Inc,98220,August,2019,0
Washington,Puget Sound Energy Inc,98221,August,2019,7
Washington,Puget Sound Energy Inc,98223,August,2019,2
Washington,Puget Sound Energy Inc,98224,August,2019,0
Washington,Puget Sound Energy Inc,98225,August,2019,34
Washington,Puget Sound Energy Inc,98226,August,2019,31
Washington,Puget Sound Energy Inc,98229,August,2019,8
Washington,Puget Sound Energy Inc,98230,August,2019,1
Washington,Puget Sound Energy Inc,98232,August,2019,3
Washington,Puget Sound Energy Inc,98233,August,2019,46
Washington,Puget Sound Energy Inc,98235,August,2019,0
Washington,Puget Sound Energy Inc,98236,August,2019,6
Washington,Puget Sound Energy Inc,98237,August,2019,0
Washington,Puget Sound Energy Inc,98238,August,2019,1
Washington,Puget Sound Energy Inc,98239,August,2019,1
Washington,Puget Sound Energy Inc,98240,August,2019,0
Washington,Puget Sound Energy Inc,98244,August,2019,0
Washington,Puget Sound Energy Inc,98247,August,2019,1
Washington,Puget Sound Energy Inc,98248,August,2019,7
Washington,Puget Sound Energy Inc,98249,August,2019,0
Washington,Puget Sound Energy Inc,98251,August,2019,4
Washington,Puget Sound Energy Inc,98252,August,2019,0
Washington,Puget Sound Energy Inc,98253,August,2019,2
Washington,Puget Sound Energy Inc,98255,August,2019,0
Washington,Puget Sound Energy Inc,98257,August,2019,19
Washington,Puget Sound Energy Inc,98258,August,2019,0
Washington,Puget Sound Energy Inc,98260,August,2019,2
Washington,Puget Sound Energy Inc,98262,August,2019,0
Washington,Puget Sound Energy Inc,98263,August,2019,0
Washington,Puget Sound Energy Inc,98264,August,2019,8
Washington,Puget Sound Energy Inc,98266,August,2019,0
Washington,Puget Sound Energy Inc,98267,August,2019,0
Washington,Puget Sound Energy Inc,98270,August,2019,7
Washington,Puget Sound Energy Inc,98271,August,2019,11
Washington,Puget Sound Energy Inc,98272,August,2019,0
Washington,Puget Sound Energy Inc,98273,August,2019,69
Washington,Puget Sound Energy Inc,98274,August,2019,29
Washington,Puget Sound Energy Inc,98275,August,2019,9
Washington,Puget Sound Energy Inc,98276,August,2019,0
Washington,Puget Sound Energy Inc,98277,August,2019,49
Washington,Puget Sound Energy Inc,98281,August,2019,2
Washington,Puget Sound Energy Inc,98284,August,2019,19
Washington,Puget Sound Energy Inc,98288,August,2019,0
Washington,Puget Sound Energy Inc,98290,August,2019,0
Washington,Puget Sound Energy Inc,98292,August,2019,0
Washington,Puget Sound Energy Inc,98294,August,2019,5
Washington,Puget Sound Energy Inc,98295,August,2019,0
Washington,Puget Sound Energy Inc,98296,August,2019,0
Washington,Northwest Natural Gas Company,98307,August,2019,0
Washington,Puget Sound Energy Inc,98310,August,2019,61
Washington,Puget Sound Energy Inc,98311,August,2019,8
Washington,Puget Sound Energy Inc,98312,August,2019,82
Washington,Puget Sound Energy Inc,98321,August,2019,8
Washington,Puget Sound Energy Inc,98323,August,2019,0
Washington,Puget Sound Energy Inc,98327,August,2019,12
Washington,Puget Sound Energy Inc,98332,August,2019,1
Washington,Puget Sound Energy Inc,98335,August,2019,3
Washington,Puget Sound Energy Inc,98337,August,2019,26
Washington,Puget Sound Energy Inc,98338,August,2019,2
Washington,Puget Sound Energy Inc,98340,August,2019,0
Washington,Puget Sound Energy Inc,98342,August,2019,1
Washington,Puget Sound Energy Inc,98345,August,2019,0
Washington,Puget Sound Energy Inc,98346,August,2019,6
Washington,Puget Sound Energy Inc,98353,August,2019,0
Washington,Puget Sound Energy Inc,98354,August,2019,3
Washington,Puget Sound Energy Inc,98359,August,2019,7
Washington,Puget Sound Energy Inc,98360,August,2019,2
Washington,Puget Sound Energy Inc,98366,August,2019,90
Washington,Puget Sound Energy Inc,98367,August,2019,6
Washington,Puget Sound Energy Inc,98370,August,2019,12
Washington,Puget Sound Energy Inc,98371,August,2019,24
Washington,Puget Sound Energy Inc,98372,August,2019,55
Washington,Puget Sound Energy Inc,98373,August,2019,58
Washington,Puget Sound Energy Inc,98374,August,2019,41
Washington,Puget Sound Energy Inc,98375,August,2019,44
