state,utility_name,year,month,county,zip_code,number_of_disonnections
Maryland,Washington Gas Light Company,2020,November,Prince Georges,20743,1
Maryland,Washington Gas Light Company,2020,November,Prince Georges,20774,1
Maryland,Washington Gas Light Company,2020,November,Prince Georges,20772,1
Maryland,Washington Gas Light Company,2020,November,Montgomery,20866,1
Maryland,Washington Gas Light Company,2020,November,Prince Georges,20744,1
Maryland,Washington Gas Light Company,2020,November,Prince Georges,20745,1
Maryland,Washington Gas Light Company,2020,November,Prince Georges,20772,1
Maryland,Washington Gas Light Company,2020,November,Prince Georges,20784,2
Maryland,Washington Gas Light Company,2020,November,Prince Georges,20785,1
Maryland,Washington Gas Light Company,2020,December,Frederick,21703,1
Maryland,Washington Gas Light Company,2020,December,Montgomery,20910,6
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20705,5
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20706,8
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20715,2
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20743,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20772,3
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20774,4
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20783,2
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20715,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20772,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20783,1
Maryland,Washington Gas Light Company,2020,December,Montgomery,20866,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20706,6
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20715,2
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20716,5
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20720,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20721,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20744,2
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20745,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20772,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20783,2
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20784,1
Maryland,Washington Gas Light Company,2020,December,Prince Georges,20785,1
Maryland,Washington Gas Light Company,2021,January,Charles,20601,9
Maryland,Washington Gas Light Company,2021,January,Charles,20602,3
Maryland,Washington Gas Light Company,2021,January,Charles,20603,1
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20607,1
Maryland,Washington Gas Light Company,2021,January,Charles,20616,1
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20705,19
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20708,1
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20710,2
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20712,1
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20720,1
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20721,1
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20722,7
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20735,7
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20737,2
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20740,4
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20743,3
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20744,9
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20746,3
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20747,5
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20748,4
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20774,1
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20781,11
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20782,2
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20783,2
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20784,3
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20785,1
Maryland,Washington Gas Light Company,2021,January,Montgomery,20814,1
Maryland,Washington Gas Light Company,2021,January,Montgomery,20877,11
Maryland,Washington Gas Light Company,2021,January,Montgomery,20878,5
Maryland,Washington Gas Light Company,2021,January,Montgomery,20879,11
Maryland,Washington Gas Light Company,2021,January,Montgomery,20886,1
Maryland,Washington Gas Light Company,2021,January,Montgomery,20910,1
Maryland,Washington Gas Light Company,2021,January,Prince Georges,20912,1
Maryland,Washington Gas Light Company,2021,Feburary,Prince Georges,20705,4
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20706,10
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20715,3
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20716,2
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20735,2
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20737,1
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20743,6
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20744,1
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20745,1
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20746,2
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20747,10
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20748,3
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20769,1
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20772,4
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20774,3
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20781,1
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20784,1
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20785,19
Maryland,Washington Gas Light Company,2021,February,Montgomery,20850,3
Maryland,Washington Gas Light Company,2021,February,Montgomery,20852,2
Maryland,Washington Gas Light Company,2021,February,Montgomery,20860,1
Maryland,Washington Gas Light Company,2021,February,Montgomery,20866,3
Maryland,Washington Gas Light Company,2021,February,Montgomery,20895,1
Maryland,Washington Gas Light Company,2021,February,Montgomery,20904,6
Maryland,Washington Gas Light Company,2021,February,Montgomery,20905,1
Maryland,Washington Gas Light Company,2021,February,Montgomery,20906,1
Maryland,Washington Gas Light Company,2021,February,Montgomery,20910,5
Maryland,Washington Gas Light Company,2021,Feburary,Montgomery,20912,4
Maryland,Washington Gas Light Company,2021,February,Prince Georges,20912,1
Maryland,Washington Gas Light Company,2021,March,,20601,5
Maryland,Washington Gas Light Company,2021,March,,20602,1
Maryland,Washington Gas Light Company,2021,March,,20603,2
Maryland,Washington Gas Light Company,2021,March,,20705,9
Maryland,Washington Gas Light Company,2021,March,,20706,2
Maryland,Washington Gas Light Company,2021,March,,20708,1
Maryland,Washington Gas Light Company,2021,March,,20710,1
Maryland,Washington Gas Light Company,2021,March,,20712,6
Maryland,Washington Gas Light Company,2021,March,,20715,1
Maryland,Washington Gas Light Company,2021,March,,20722,5
Maryland,Washington Gas Light Company,2021,March,,20735,2
Maryland,Washington Gas Light Company,2021,March,,20737,3
Maryland,Washington Gas Light Company,2021,March,,20740,4
Maryland,Washington Gas Light Company,2021,March,,20743,5
Maryland,Washington Gas Light Company,2021,March,,20744,4
Maryland,Washington Gas Light Company,2021,March,,20745,2
Maryland,Washington Gas Light Company,2021,March,,20746,3
Maryland,Washington Gas Light Company,2021,March,,20747,8
Maryland,Washington Gas Light Company,2021,March,,20748,5
Maryland,Washington Gas Light Company,2021,March,,20769,1
Maryland,Washington Gas Light Company,2021,March,,20770,3
Maryland,Washington Gas Light Company,2021,March,,20772,5
Maryland,Washington Gas Light Company,2021,March,,20781,3
Maryland,Washington Gas Light Company,2021,March,,20783,3
Maryland,Washington Gas Light Company,2021,March,,20784,1
Maryland,Washington Gas Light Company,2021,March,,20785,6
Maryland,Washington Gas Light Company,2021,March,,20814,2
Maryland,Washington Gas Light Company,2021,March,,20817,2
Maryland,Washington Gas Light Company,2021,March,,20850,11
Maryland,Washington Gas Light Company,2021,March,,20851,1
Maryland,Washington Gas Light Company,2021,March,,20852,2
Maryland,Washington Gas Light Company,2021,March,,20855,3
Maryland,Washington Gas Light Company,2021,March,,20866,3
Maryland,Washington Gas Light Company,2021,March,,20874,1
Maryland,Washington Gas Light Company,2021,March,,20877,1
Maryland,Washington Gas Light Company,2021,March,,20878,1
Maryland,Washington Gas Light Company,2021,March,,20886,1
Maryland,Washington Gas Light Company,2021,March,,20901,2
Maryland,Washington Gas Light Company,2021,March,,20902,8
Maryland,Washington Gas Light Company,2021,March,,20904,3
Maryland,Washington Gas Light Company,2021,March,,20910,6
Maryland,Washington Gas Light Company,2021,April,Charles,20602,1
Maryland,Washington Gas Light Company,2021,April,Charles,20603,2
Maryland,Washington Gas Light Company,2021,April,St. Mary's,20653,1
Maryland,Washington Gas Light Company,2021,April,Calvert,20657,1
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20705,9
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20706,4
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20715,1
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20735,3
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20737,3
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20740,2
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20743,18
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20745,4
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20746,3
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20747,6
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20748,5
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20769,1
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20770,1
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20772,1
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20774,7
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20781,9
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20783,2
Maryland,Washington Gas Light Company,2021,April,Montgomery,20814,1
Maryland,Washington Gas Light Company,2021,April,Montgomery,20815,1
Maryland,Washington Gas Light Company,2021,April,Montgomery,20832,2
Maryland,Washington Gas Light Company,2021,April,Montgomery,20850,4
Maryland,Washington Gas Light Company,2021,April,Montgomery,20851,1
Maryland,Washington Gas Light Company,2021,April,Montgomery,20852,6
Maryland,Washington Gas Light Company,2021,April,Montgomery,20854,2
Maryland,Washington Gas Light Company,2021,April,Montgomery,20874,5
Maryland,Washington Gas Light Company,2021,April,Montgomery,20877,2
Maryland,Washington Gas Light Company,2021,April,Montgomery,20879,10
Maryland,Washington Gas Light Company,2021,April,Montgomery,20895,7
Maryland,Washington Gas Light Company,2021,April,Montgomery,20901,2
Maryland,Washington Gas Light Company,2021,April,Montgomery,20902,1
Maryland,Washington Gas Light Company,2021,April,Montgomery,20906,2
Maryland,Washington Gas Light Company,2021,April,Montgomery,20910,2
Maryland,Washington Gas Light Company,2021,April,Montgomery,20912,1
Maryland,Washington Gas Light Company,2021,April,Frederick,21702,1
Maryland,Washington Gas Light Company,2021,April,Frederick,21703,6
Maryland,Washington Gas Light Company,2021,April,Frederick,21704,2
Maryland,Washington Gas Light Company,2021,April,Frederick,21717,1
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20705,16
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20712,3
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20721,41
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20740,7
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20774,26
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20782,11
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20783,13
Maryland,Washington Gas Light Company,2021,April,Montgomery,20832,3
Maryland,Washington Gas Light Company,2021,April,Montgomery,20853,1
Maryland,Washington Gas Light Company,2021,April,Montgomery,20854,1
Maryland,Washington Gas Light Company,2021,April,Montgomery,20855,1
Maryland,Washington Gas Light Company,2021,April,Montgomery,20903,9
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20903,4
Maryland,Washington Gas Light Company,2021,April,Montgomery,20904,16
Maryland,Washington Gas Light Company,2021,April,Montgomery,20905,6
Maryland,Washington Gas Light Company,2021,April,Montgomery,20906,11
Maryland,Washington Gas Light Company,2021,April,Montgomery,20910,10
Maryland,Washington Gas Light Company,2021,April,Montgomery,20912,3
Maryland,Washington Gas Light Company,2021,April,Prince Georges,20912,1
Maryland,Washington Gas Light Company,2021,April,Frederick,21703,2
Maryland,Washington Gas Light Company,2021,April,Frederick,21704,1
Maryland,Washington Gas Light Company,2021,May,Charles,20601,9
Maryland,Washington Gas Light Company,2021,May,Charles,20602,18
Maryland,Washington Gas Light Company,2021,May,Charles,20603,15
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20607,6
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20613,9
Maryland,Washington Gas Light Company,2021,May,Charles,20616,2
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20623,4
Maryland,Washington Gas Light Company,2021,May,Charles,20640,1
Maryland,Washington Gas Light Company,2021,May,St. Mary's,20653,5
Maryland,Washington Gas Light Company,2021,May,Calvert,20678,2
Maryland,Washington Gas Light Company,2021,May,St. Mary's,20678,1
Maryland,Washington Gas Light Company,2021,May,Charles,20695,3
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20705,12
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20706,45
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20708,10
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20710,3
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20712,3
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20715,21
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20716,9
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20720,60
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20721,60
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20722,5
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20735,36
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20737,2
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20740,9
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20743,48
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20744,69
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20745,16
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20746,16
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20747,42
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20748,47
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20769,23
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20770,7
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20772,89
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20774,60
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20781,4
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20782,22
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20783,20
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20784,9
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20785,74
Maryland,Washington Gas Light Company,2021,May,Montgomery,20814,5
Maryland,Washington Gas Light Company,2021,May,Montgomery,20815,4
Maryland,Washington Gas Light Company,2021,May,Montgomery,20817,8
Maryland,Washington Gas Light Company,2021,May,Montgomery,20832,5
Maryland,Washington Gas Light Company,2021,May,Montgomery,20833,1
Maryland,Washington Gas Light Company,2021,May,Montgomery,20841,2
Maryland,Washington Gas Light Company,2021,May,Montgomery,20850,7
Maryland,Washington Gas Light Company,2021,May,Montgomery,20851,8
Maryland,Washington Gas Light Company,2021,May,Montgomery,20852,2
Maryland,Washington Gas Light Company,2021,May,Montgomery,20853,6
Maryland,Washington Gas Light Company,2021,May,Montgomery,20854,12
Maryland,Washington Gas Light Company,2021,May,Montgomery,20855,1
Maryland,Washington Gas Light Company,2021,May,Montgomery,20866,6
Maryland,Washington Gas Light Company,2021,May,Montgomery,20871,10
Maryland,Washington Gas Light Company,2021,May,Montgomery,20872,3
Maryland,Washington Gas Light Company,2021,May,Montgomery,20874,24
Maryland,Washington Gas Light Company,2021,May,Montgomery,20876,11
Maryland,Washington Gas Light Company,2021,May,Montgomery,20877,16
Maryland,Washington Gas Light Company,2021,May,Montgomery,20878,30
Maryland,Washington Gas Light Company,2021,May,Montgomery,20879,3
Maryland,Washington Gas Light Company,2021,May,Montgomery,20882,3
Maryland,Washington Gas Light Company,2021,May,Montgomery,20886,16
Maryland,Washington Gas Light Company,2021,May,Montgomery,20895,7
Maryland,Washington Gas Light Company,2021,May,Montgomery,20896,1
Maryland,Washington Gas Light Company,2021,May,Montgomery,20901,12
Maryland,Washington Gas Light Company,2021,May,Montgomery,20902,14
Maryland,Washington Gas Light Company,2021,May,Montgomery,20903,23
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20903,2
Maryland,Washington Gas Light Company,2021,May,Montgomery,20904,32
Maryland,Washington Gas Light Company,2021,May,Montgomery,20905,8
Maryland,Washington Gas Light Company,2021,May,Montgomery,20906,29
Maryland,Washington Gas Light Company,2021,May,Montgomery,20910,4
Maryland,Washington Gas Light Company,2021,May,Montgomery,20912,6
Maryland,Washington Gas Light Company,2021,May,Prince Georges,20912,1
Maryland,Washington Gas Light Company,2021,May,Frederick,21701,3
Maryland,Washington Gas Light Company,2021,May,Frederick,21702,5
Maryland,Washington Gas Light Company,2021,May,Frederick,21703,4
Maryland,Washington Gas Light Company,2021,May,Frederick,21716,1
Maryland,Washington Gas Light Company,2021,May,Frederick,21774,1
Maryland,Washington Gas Light Company,2021,May,Frederick,21777,1
Maryland,Washington Gas Light Company,2021,June,,21701,1
Maryland,Washington Gas Light Company,2021,June,,20678,1
Maryland,Washington Gas Light Company,2021,June,,20705,11
Maryland,Washington Gas Light Company,2021,June,,20706,3
Maryland,Washington Gas Light Company,2021,June,,20710,1
Maryland,Washington Gas Light Company,2021,June,,20721,1
Maryland,Washington Gas Light Company,2021,June,,20735,5
Maryland,Washington Gas Light Company,2021,June,,20737,1
Maryland,Washington Gas Light Company,2021,June,,20740,2
Maryland,Washington Gas Light Company,2021,June,,20743,4
Maryland,Washington Gas Light Company,2021,June,,20744,2
Maryland,Washington Gas Light Company,2021,June,,20745,4
Maryland,Washington Gas Light Company,2021,June,,20746,2
Maryland,Washington Gas Light Company,2021,June,,20747,1
Maryland,Washington Gas Light Company,2021,June,,20748,4
Maryland,Washington Gas Light Company,2021,June,,20769,1
Maryland,Washington Gas Light Company,2021,June,,20782,1
Maryland,Washington Gas Light Company,2021,June,,20785,3
Maryland,Washington Gas Light Company,2021,June,,20850,7
Maryland,Washington Gas Light Company,2021,June,,20852,1
Maryland,Washington Gas Light Company,2021,June,,20872,1
Maryland,Washington Gas Light Company,2021,June,,20877,2
Maryland,Washington Gas Light Company,2021,June,,20879,2
Maryland,Washington Gas Light Company,2021,June,,20904,1
Maryland,Washington Gas Light Company,2021,June,,21701,3
Maryland,Washington Gas Light Company,2021,June,,21703,1
Maryland,Washington Gas Light Company,2021,June,,21777,1
Maryland,Washington Gas Light Company,2021,June,,20772,1
Maryland,Washington Gas Light Company,2021,June,,20817,1
Maryland,Washington Gas Light Company,2021,June,,20854,1
Maryland,Washington Gas Light Company,2021,June,,20601,32
Maryland,Washington Gas Light Company,2021,June,,20602,18
Maryland,Washington Gas Light Company,2021,June,,20603,29
Maryland,Washington Gas Light Company,2021,June,,20607,16
Maryland,Washington Gas Light Company,2021,June,,20813,17
Maryland,Washington Gas Light Company,2021,June,,20616,9
Maryland,Washington Gas Light Company,2021,June,,20623,3
Maryland,Washington Gas Light Company,2021,June,,20653,2
Maryland,Washington Gas Light Company,2021,June,,20695,15
Maryland,Washington Gas Light Company,2021,June,,20705,21
Maryland,Washington Gas Light Company,2021,June,,20706,39
Maryland,Washington Gas Light Company,2021,June,,20708,12
Maryland,Washington Gas Light Company,2021,June,,20710,5
Maryland,Washington Gas Light Company,2021,June,,20712,4
Maryland,Washington Gas Light Company,2021,June,,20715,36
Maryland,Washington Gas Light Company,2021,June,,20716,38
Maryland,Washington Gas Light Company,2021,June,,20720,26
Maryland,Washington Gas Light Company,2021,June,,20721,50
Maryland,Washington Gas Light Company,2021,June,,20722,11
Maryland,Washington Gas Light Company,2021,June,,20735,34
Maryland,Washington Gas Light Company,2021,June,,20737,12
Maryland,Washington Gas Light Company,2021,June,,20740,9
Maryland,Washington Gas Light Company,2021,June,,20743,71
Maryland,Washington Gas Light Company,2021,June,,20744,42
Maryland,Washington Gas Light Company,2021,June,,20745,42
Maryland,Washington Gas Light Company,2021,June,,20746,10
Maryland,Washington Gas Light Company,2021,June,,20747,39
Maryland,Washington Gas Light Company,2021,June,,20748,57
Maryland,Washington Gas Light Company,2021,June,,20769,9
Maryland,Washington Gas Light Company,2021,June,,20772,40
Maryland,Washington Gas Light Company,2021,June,,20774,59
Maryland,Washington Gas Light Company,2021,June,,20781,3
Maryland,Washington Gas Light Company,2021,June,,20782,22
Maryland,Washington Gas Light Company,2021,June,,20783,13
Maryland,Washington Gas Light Company,2021,June,,20784,5
Maryland,Washington Gas Light Company,2021,June,,20785,78
Maryland,Washington Gas Light Company,2021,June,,20817,5
Maryland,Washington Gas Light Company,2021,June,,20832,10
Maryland,Washington Gas Light Company,2021,June,,20833,1
Maryland,Washington Gas Light Company,2021,June,,20850,7
Maryland,Washington Gas Light Company,2021,June,,20851,5
Maryland,Washington Gas Light Company,2021,June,,20852,1
Maryland,Washington Gas Light Company,2021,June,,20853,6
Maryland,Washington Gas Light Company,2021,June,,20854,5
Maryland,Washington Gas Light Company,2021,June,,20855,1
Maryland,Washington Gas Light Company,2021,June,,20871,8
Maryland,Washington Gas Light Company,2021,June,,20872,2
Maryland,Washington Gas Light Company,2021,June,,20874,18
Maryland,Washington Gas Light Company,2021,June,,20876,8
Maryland,Washington Gas Light Company,2021,June,,20877,17
Maryland,Washington Gas Light Company,2021,June,,20878,22
Maryland,Washington Gas Light Company,2021,June,,20879,9
Maryland,Washington Gas Light Company,2021,June,,20882,4
Maryland,Washington Gas Light Company,2021,June,,20886,27
Maryland,Washington Gas Light Company,2021,June,,20895,3
Maryland,Washington Gas Light Company,2021,June,,20901,8
Maryland,Washington Gas Light Company,2021,June,,20902,16
Maryland,Washington Gas Light Company,2021,June,,20903,37
Maryland,Washington Gas Light Company,2021,June,,20903,3
Maryland,Washington Gas Light Company,2021,June,,20904,64
Maryland,Washington Gas Light Company,2021,June,,20905,8
Maryland,Washington Gas Light Company,2021,June,,20906,38
Maryland,Washington Gas Light Company,2021,June,,20910,9
Maryland,Washington Gas Light Company,2021,June,,21701,13
Maryland,Washington Gas Light Company,2021,June,,21702,13
Maryland,Washington Gas Light Company,2021,June,,21703,7
Maryland,Washington Gas Light Company,2021,July,Charles,20601,2
Maryland,Washington Gas Light Company,2021,July,Charles,20602,4
Maryland,Washington Gas Light Company,2021,July,Charles,20603,20
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20613,7
Maryland,Washington Gas Light Company,2021,July,Charles,20616,3
Maryland,Washington Gas Light Company,2021,July,St. Mary's,20653,4
Maryland,Washington Gas Light Company,2021,July,Charles,20695,10
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20705,26
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20706,23
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20708,2
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20712,1
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20715,14
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20716,17
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20720,19
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20735,31
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20737,8
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20740,4
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20743,81
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20744,61
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20745,49
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20746,8
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20747,75
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20748,52
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20769,3
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20770,4
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20772,70
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20772,70
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20774,77
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20781,7
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20782,15
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20783,18
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20784,19
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20785,115
Maryland,Washington Gas Light Company,2021,July,Montgomery,20814,2
Maryland,Washington Gas Light Company,2021,July,Montgomery,20815,1
Maryland,Washington Gas Light Company,2021,July,Montgomery,20817,4
Maryland,Washington Gas Light Company,2021,July,Montgomery,20832,3
Maryland,Washington Gas Light Company,2021,July,Montgomery,20850,7
Maryland,Washington Gas Light Company,2021,July,Montgomery,20851,5
Maryland,Washington Gas Light Company,2021,July,Montgomery,20852,1
Maryland,Washington Gas Light Company,2021,July,Montgomery,20853,6
Maryland,Washington Gas Light Company,2021,July,Montgomery,20854,9
Maryland,Washington Gas Light Company,2021,July,Montgomery,20855,1
Maryland,Washington Gas Light Company,2021,July,Montgomery,20860,2
Maryland,Washington Gas Light Company,2021,July,Montgomery,20866,3
Maryland,Washington Gas Light Company,2021,July,Montgomery,20874,14
Maryland,Washington Gas Light Company,2021,July,Montgomery,20876,9
Maryland,Washington Gas Light Company,2021,July,Montgomery,29877,17
Maryland,Washington Gas Light Company,2021,July,Montgomery,20878,23
Maryland,Washington Gas Light Company,2021,July,Montgomery,20879,14
Maryland,Washington Gas Light Company,2021,July,Montgomery,20886,34
Maryland,Washington Gas Light Company,2021,July,Montgomery,20895,10
Maryland,Washington Gas Light Company,2021,July,Montgomery,20901,13
Maryland,Washington Gas Light Company,2021,July,Montgomery,20902,17
Maryland,Washington Gas Light Company,2021,July,Montgomery,20903,20
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20903,4
Maryland,Washington Gas Light Company,2021,July,Montgomery,20904,8
Maryland,Washington Gas Light Company,2021,July,Montgomery,20905,1
Maryland,Washington Gas Light Company,2021,July,Montgomery,20906,22
Maryland,Washington Gas Light Company,2021,July,Montgomery,20910,5
Maryland,Washington Gas Light Company,2021,July,Montgomery,20912,10
Maryland,Washington Gas Light Company,2021,July,Prince Georges,20912,1
Maryland,Washington Gas Light Company,2021,July,Frederick,21701,15
Maryland,Washington Gas Light Company,2021,July,Frederick,21702,24
Maryland,Washington Gas Light Company,2021,July,Frederick,21703,8
Maryland,Washington Gas Light Company,2021,July,Frederick,21704,3
Maryland,Washington Gas Light Company,2021,July,Frederick,21770,1
Maryland,Washington Gas Light Company,2021,July,Frederick,21774,1
Maryland,Washington Gas Light Company,2021,July,Frederick,21793,2
Maryland,Washington Gas Light Company,2021,August,Prince Georges,20774,1
Maryland,Washington Gas Light Company,2021,August,Charles,20601,27
Maryland,Washington Gas Light Company,2021,August,Charles,20602,22
Maryland,Washington Gas Light Company,2021,August,Charles,20603,7
Maryland,Washington Gas Light Company,2021,August,Charles,20616,8
Maryland,Washington Gas Light Company,2021,August,Charles,20695,11
Maryland,Washington Gas Light Company,2021,August,Frederick,21701,12
Maryland,Washington Gas Light Company,2021,August,Frederick,21702,16
Maryland,Washington Gas Light Company,2021,August,Frederick,21703,4
Maryland,Washington Gas Light Company,2021,August,Frederick,21710,1
Maryland,Washington Gas Light Company,2021,August,Frederick,21716,1
Maryland,Washington Gas Light Company,2021,August,Frederick,21754,1
