state,utility_name,year,month,zip_code,number_of_customers,number_of_disconnections
Oregon,Northwest Natural Gas Company,2018,September,97396,377,0
Oregon,Northwest Natural Gas Company,2018,September,97401,5194,2
Oregon,Northwest Natural Gas Company,2018,September,97402,4464,5
Oregon,Northwest Natural Gas Company,2018,September,97403,1436,0
Oregon,Northwest Natural Gas Company,2018,September,97404,6026,2
Oregon,Northwest Natural Gas Company,2018,September,97405,6551,4
Oregon,Northwest Natural Gas Company,2018,September,97408,2535,4
Oregon,Avista Utilities,2018,September,97417,293,3
Oregon,Northwest Natural Gas Company,2018,September,97420,701,2
Oregon,Northwest Natural Gas Company,2018,September,97423,171,1
Oregon,Northwest Natural Gas Company,2018,September,97424,2253,2
Oregon,Northwest Natural Gas Company,2018,September,97426,1225,0
Oregon,Avista Utilities,2018,September,97432,55,0
Oregon,Northwest Natural Gas Company,2018,September,97438,11,0
Oregon,Avista Utilities,2018,September,97442,148,1
Oregon,Northwest Natural Gas Company,2018,September,97446,568,0
Oregon,Northwest Natural Gas Company,2018,September,97448,1358,2
Oregon,Northwest Natural Gas Company,2018,September,97455,131,0
Oregon,Avista Utilities,2018,September,97457,1398,2
Oregon,Northwest Natural Gas Company,2018,September,97458,106,0
Oregon,Northwest Natural Gas Company,2018,September,97459,479,0
Oregon,Avista Utilities,2018,September,97462,265,2
Oregon,Avista Utilities,2018,September,97469,263,1
Oregon,Avista Utilities,2018,September,97470,3389,4
Oregon,Avista Utilities,2018,September,97471,4802,5
Oregon,Northwest Natural Gas Company,2018,September,97477,2771,2
Oregon,Northwest Natural Gas Company,2018,September,97478,2229,1
Oregon,Avista Utilities,2018,September,97479,1512,7
Oregon,Avista Utilities,2018,September,97495,482,0
Oregon,Avista Utilities,2018,September,97496,1075,3
Oregon,Avista Utilities,2018,September,97497,2,0
Oregon,Avista Utilities,2018,September,97501,9073,28
Oregon,Avista Utilities,2018,September,97502,6100,14
Oregon,Avista Utilities,2018,September,97503,1565,3
Oregon,Avista Utilities,2018,September,97504,12252,19
Oregon,Avista Utilities,2018,September,97520,7068,5
Oregon,Avista Utilities,2018,September,97524,2512,10
Oregon,Avista Utilities,2018,September,97525,558,1
Oregon,Avista Utilities,2018,September,97526,6107,13
Oregon,Avista Utilities,2018,September,97527,5281,16
Oregon,Avista Utilities,2018,September,97528,2,0
Oregon,Avista Utilities,2018,September,97530,1166,3
Oregon,Avista Utilities,2018,September,97535,1135,3
Oregon,Avista Utilities,2018,September,97537,510,1
Oregon,Avista Utilities,2018,September,97539,187,0
Oregon,Avista Utilities,2018,September,97540,1555,5
Oregon,Avista Utilities,2018,September,97601,6103,23
Oregon,Avista Utilities,2018,September,97603,8356,24
Oregon,Avista Utilities,2018,September,97623,40,0
Oregon,Avista Utilities,2018,September,97627,196,0
Oregon,Avista Utilities,2018,September,97632,124,1
Oregon,Avista Utilities,2018,September,97634,21,0
Oregon,Idaho Power,2018,September,97819,25,0
Oregon,Avista Utilities,2018,September,97824,292,0
Oregon,Avista Utilities,2018,September,97827,518,0
Oregon,Idaho Power,2018,September,97834,684,0
Oregon,Idaho Power,2018,September,97837,74,0
Oregon,Idaho Power,2018,September,97840,101,0
Oregon,Avista Utilities,2018,September,97841,128,0
Oregon,Avista Utilities,2018,September,97850,4887,8
Oregon,Avista Utilities,2018,September,97867,145,0
Oregon,Idaho Power,2018,September,97870,429,0
Oregon,Avista Utilities,2018,September,97876,52,0
Oregon,Avista Utilities,2018,September,97883,735,1
Oregon,Idaho Power,2018,September,97884,165,0
Oregon,Idaho Power,2018,September,97901,366,1
Oregon,Idaho Power,2018,September,97902,29,0
Oregon,Idaho Power,2018,September,97903,85,0
Oregon,Idaho Power,2018,September,97904,109,1
Oregon,Idaho Power,2018,September,97905,119,0
Oregon,Idaho Power,2018,September,97906,140,1
Oregon,Idaho Power,2018,September,97907,373,1
Oregon,Idaho Power,2018,September,97908,62,0
Oregon,Idaho Power,2018,September,97909,48,1
Oregon,Idaho Power,2018,September,97910,333,1
Oregon,Idaho Power,2018,September,97911,92,0
Oregon,Idaho Power,2018,September,97913,2142,15
Oregon,Idaho Power,2018,September,97914,6959,36
Oregon,Idaho Power,2018,September,97918,1999,14
Oregon,Idaho Power,2018,September,97920,33,0
Oregon,Northwest Natural Gas Company,2019,April,97002,763,3
Oregon,Northwest Natural Gas Company,2019,April,97003,6793,10
Oregon,Northwest Natural Gas Company,2019,April,97004,224,0
Oregon,Northwest Natural Gas Company,2019,April,97005,4263,2
Oregon,Northwest Natural Gas Company,2019,April,97006,9289,14
Oregon,Northwest Natural Gas Company,2019,April,97007,13341,17
Oregon,Northwest Natural Gas Company,2019,April,97008,6292,9
Oregon,Northwest Natural Gas Company,2019,April,97009,1017,0
Oregon,Northwest Natural Gas Company,2019,April,97013,3310,5
Oregon,Northwest Natural Gas Company,2019,April,97015,4542,8
Oregon,Northwest Natural Gas Company,2019,April,97016,108,0
Oregon,Northwest Natural Gas Company,2019,April,97018,648,1
Oregon,Northwest Natural Gas Company,2019,April,97020,157,0
Oregon,Northwest Natural Gas Company,2019,April,97024,1995,4
Oregon,Northwest Natural Gas Company,2019,April,97026,346,1
Oregon,Northwest Natural Gas Company,2019,April,97027,2923,7
Oregon,Northwest Natural Gas Company,2019,April,97030,6389,20
Oregon,Northwest Natural Gas Company,2019,April,97031,3513,0
Oregon,Northwest Natural Gas Company,2019,April,97032,863,2
Oregon,Northwest Natural Gas Company,2019,April,97034,6702,10
Oregon,Northwest Natural Gas Company,2019,April,97035,6965,15
Oregon,Northwest Natural Gas Company,2019,April,97036,1,0
Oregon,Northwest Natural Gas Company,2019,April,97038,2035,2
Oregon,Northwest Natural Gas Company,2019,April,97042,115,0
Oregon,Northwest Natural Gas Company,2019,April,97045,11091,27
Oregon,Northwest Natural Gas Company,2019,April,97048,381,3
Oregon,Northwest Natural Gas Company,2019,April,97051,3122,9
Oregon,Northwest Natural Gas Company,2019,April,97053,605,0
Oregon,Northwest Natural Gas Company,2019,April,97054,19,0
Oregon,Northwest Natural Gas Company,2019,April,97055,3282,9
Oregon,Northwest Natural Gas Company,2019,April,97056,2376,3
Oregon,Northwest Natural Gas Company,2019,April,97058,1572,5
Oregon,Northwest Natural Gas Company,2019,April,97060,4701,13
Oregon,Northwest Natural Gas Company,2019,April,97062,6036,11
Oregon,Northwest Natural Gas Company,2019,April,97064,669,2
Oregon,Northwest Natural Gas Company,2019,April,97068,9300,17
Oregon,Northwest Natural Gas Company,2019,April,97070,5914,9
Oregon,Northwest Natural Gas Company,2019,April,97071,4997,14
Oregon,Northwest Natural Gas Company,2019,April,97078,5767,18
Oregon,Northwest Natural Gas Company,2019,April,97080,10563,34
Oregon,Northwest Natural Gas Company,2019,April,97086,8266,23
Oregon,Northwest Natural Gas Company,2019,April,97089,3246,5
Oregon,Northwest Natural Gas Company,2019,April,97101,288,1
Oregon,Northwest Natural Gas Company,2019,April,97103,3982,7
Oregon,Northwest Natural Gas Company,2019,April,97106,420,5
Oregon,Northwest Natural Gas Company,2019,April,97110,1304,0
Oregon,Northwest Natural Gas Company,2019,April,97111,22,0
Oregon,Northwest Natural Gas Company,2019,April,97113,2079,6
Oregon,Northwest Natural Gas Company,2019,April,97114,17,0
Oregon,Northwest Natural Gas Company,2019,April,97115,929,2
Oregon,Northwest Natural Gas Company,2019,April,97116,3250,14
Oregon,Northwest Natural Gas Company,2019,April,97121,412,0
Oregon,Northwest Natural Gas Company,2019,April,97123,10414,28
Oregon,Northwest Natural Gas Company,2019,April,97124,10672,18
Oregon,Northwest Natural Gas Company,2019,April,97127,799,1
Oregon,Northwest Natural Gas Company,2019,April,97128,2935,4
Oregon,Northwest Natural Gas Company,2019,April,97132,5335,7
Oregon,Northwest Natural Gas Company,2019,April,97133,927,3
Oregon,Northwest Natural Gas Company,2019,April,97138,4154,4
Oregon,Northwest Natural Gas Company,2019,April,97140,6511,14
Oregon,Northwest Natural Gas Company,2019,April,97146,2037,7
Oregon,Northwest Natural Gas Company,2019,April,97201,2307,5
Oregon,Northwest Natural Gas Company,2019,April,97202,11257,20
Oregon,Northwest Natural Gas Company,2019,April,97203,7327,35
Oregon,Northwest Natural Gas Company,2019,April,97204,7,0
Oregon,Northwest Natural Gas Company,2019,April,97205,944,11
Oregon,Northwest Natural Gas Company,2019,April,97206,13507,39
Oregon,Northwest Natural Gas Company,2019,April,97209,1648,2
Oregon,Northwest Natural Gas Company,2019,April,97210,3945,6
Oregon,Northwest Natural Gas Company,2019,April,97211,10132,38
Oregon,Northwest Natural Gas Company,2019,April,97212,8436,19
Oregon,Northwest Natural Gas Company,2019,April,97213,9623,35
Oregon,Northwest Natural Gas Company,2019,April,97214,7953,15
Oregon,Northwest Natural Gas Company,2019,April,97215,5647,5
Oregon,Northwest Natural Gas Company,2019,April,97216,3371,12
Oregon,Northwest Natural Gas Company,2019,April,97217,10277,29
Oregon,Northwest Natural Gas Company,2019,April,97218,3535,8
Oregon,Northwest Natural Gas Company,2019,April,97219,12253,34
Oregon,Northwest Natural Gas Company,2019,April,97220,6552,34
Oregon,Northwest Natural Gas Company,2019,April,97221,3913,4
Oregon,Northwest Natural Gas Company,2019,April,97222,7886,24
Oregon,Northwest Natural Gas Company,2019,April,97223,12787,14
Oregon,Northwest Natural Gas Company,2019,April,97224,10294,7
Oregon,Northwest Natural Gas Company,2019,April,97225,7224,9
Oregon,Northwest Natural Gas Company,2019,April,97227,1223,2
Oregon,Northwest Natural Gas Company,2019,April,97229,20075,20
Oregon,Northwest Natural Gas Company,2019,April,97230,9254,22
Oregon,Northwest Natural Gas Company,2019,April,97231,769,3
Oregon,Northwest Natural Gas Company,2019,April,97232,2891,12
Oregon,Northwest Natural Gas Company,2019,April,97233,6143,25
Oregon,Northwest Natural Gas Company,2019,April,97236,7078,41
Oregon,Northwest Natural Gas Company,2019,April,97239,3964,7
Oregon,Northwest Natural Gas Company,2019,April,97266,7136,58
Oregon,Northwest Natural Gas Company,2019,April,97267,8584,17
Oregon,Northwest Natural Gas Company,2019,April,97301,8398,57
Oregon,Northwest Natural Gas Company,2019,April,97302,10050,29
Oregon,Northwest Natural Gas Company,2019,April,97303,8881,34
Oregon,Northwest Natural Gas Company,2019,April,97304,6984,12
Oregon,Northwest Natural Gas Company,2019,April,97305,6281,52
Oregon,Northwest Natural Gas Company,2019,April,97306,8186,18
Oregon,Northwest Natural Gas Company,2019,April,97310,9,0
Oregon,Northwest Natural Gas Company,2019,April,97317,3781,21
Oregon,Northwest Natural Gas Company,2019,April,97321,8257,19
Oregon,Northwest Natural Gas Company,2019,April,97322,7098,18
Oregon,Northwest Natural Gas Company,2019,April,97325,741,0
Oregon,Northwest Natural Gas Company,2019,April,97327,464,1
Oregon,Northwest Natural Gas Company,2019,April,97330,9105,9
Oregon,Northwest Natural Gas Company,2019,April,97333,4343,5
Oregon,Northwest Natural Gas Company,2019,April,97338,4094,12
Oregon,Northwest Natural Gas Company,2019,April,97341,1297,0
Oregon,Northwest Natural Gas Company,2019,April,97345,9,0
Oregon,Northwest Natural Gas Company,2019,April,97347,219,2
Oregon,Northwest Natural Gas Company,2019,April,97348,215,1
Oregon,Northwest Natural Gas Company,2019,April,97351,1619,5
Oregon,Northwest Natural Gas Company,2019,April,97352,758,2
Oregon,Northwest Natural Gas Company,2019,April,97355,5027,17
Oregon,Northwest Natural Gas Company,2019,April,97358,402,2
Oregon,Northwest Natural Gas Company,2019,April,97360,485,1
Oregon,Northwest Natural Gas Company,2019,April,97361,1256,2
Oregon,Northwest Natural Gas Company,2019,April,97362,698,1
Oregon,Northwest Natural Gas Company,2019,April,97364,218,1
Oregon,Northwest Natural Gas Company,2019,April,97365,1589,1
Oregon,Northwest Natural Gas Company,2019,April,97366,169,0
Oregon,Northwest Natural Gas Company,2019,April,97367,3969,3
Oregon,Northwest Natural Gas Company,2019,April,97368,931,1
Oregon,Northwest Natural Gas Company,2019,April,97370,1189,2
Oregon,Northwest Natural Gas Company,2019,April,97371,41,0
Oregon,Northwest Natural Gas Company,2019,April,97372,11,0
Oregon,Northwest Natural Gas Company,2019,April,97374,296,1
Oregon,Northwest Natural Gas Company,2019,April,97377,56,0
Oregon,Northwest Natural Gas Company,2019,April,97378,805,3
Oregon,Northwest Natural Gas Company,2019,April,97380,154,0
Oregon,Northwest Natural Gas Company,2019,April,97381,2792,10
Oregon,Northwest Natural Gas Company,2019,April,97383,1690,2
Oregon,Northwest Natural Gas Company,2019,April,97384,35,0
Oregon,Northwest Natural Gas Company,2019,April,97385,725,1
Oregon,Northwest Natural Gas Company,2019,April,97386,2125,4
Oregon,Northwest Natural Gas Company,2019,April,97388,1037,0
Oregon,Northwest Natural Gas Company,2019,April,97389,311,1
Oregon,Northwest Natural Gas Company,2019,April,97391,286,0
Oregon,Northwest Natural Gas Company,2019,April,97392,794,1
Oregon,Northwest Natural Gas Company,2019,April,97396,392,6
Oregon,Northwest Natural Gas Company,2019,April,97401,5300,7
Oregon,Northwest Natural Gas Company,2019,April,97402,4527,13
Oregon,Northwest Natural Gas Company,2019,April,97403,1466,3
Oregon,Northwest Natural Gas Company,2019,April,97404,6116,10
Oregon,Northwest Natural Gas Company,2019,April,97405,6785,9
Oregon,Northwest Natural Gas Company,2019,April,97408,2614,2
Oregon,Avista Utilities,2019,April,97417,315,4
Oregon,Northwest Natural Gas Company,2019,April,97420,728,1
Oregon,Northwest Natural Gas Company,2019,April,97423,183,2
Oregon,Northwest Natural Gas Company,2019,April,97424,2293,4
Oregon,Northwest Natural Gas Company,2019,April,97426,1243,1
Oregon,Avista Utilities,2019,April,97432,58,0
Oregon,Northwest Natural Gas Company,2019,April,97438,10,0
Oregon,Avista Utilities,2019,April,97442,150,1
Oregon,Northwest Natural Gas Company,2019,April,97446,579,0
Oregon,Northwest Natural Gas Company,2019,April,97448,1388,1
Oregon,Northwest Natural Gas Company,2019,April,97455,134,1
Oregon,Avista Utilities,2019,April,97457,1443,8
Oregon,Northwest Natural Gas Company,2019,April,97458,114,1
Oregon,Northwest Natural Gas Company,2019,April,97459,503,0
Oregon,Avista Utilities,2019,April,97462,266,0
Oregon,Avista Utilities,2019,April,97469,273,3
Oregon,Avista Utilities,2019,April,97470,3498,24
Oregon,Avista Utilities,2019,April,97471,4908,11
Oregon,Northwest Natural Gas Company,2019,April,97477,2823,6
Oregon,Northwest Natural Gas Company,2019,April,97478,2242,4
Oregon,Avista Utilities,2019,April,97479,1572,4
Oregon,Avista Utilities,2019,April,97495,495,2
Oregon,Avista Utilities,2019,April,97496,1107,7
Oregon,Avista Utilities,2019,April,97497,2,0
Oregon,Avista Utilities,2019,April,97501,9318,44
Oregon,Avista Utilities,2019,April,97502,6255,17
Oregon,Avista Utilities,2019,April,97503,1602,9
Oregon,Avista Utilities,2019,April,97504,12555,41
Oregon,Avista Utilities,2019,April,97520,7213,4
Oregon,Avista Utilities,2019,April,97524,2608,5
Oregon,Avista Utilities,2019,April,97525,575,4
Oregon,Avista Utilities,2019,April,97526,6266,40
Oregon,Avista Utilities,2019,April,97527,5425,32
Oregon,Avista Utilities,2019,April,97528,2,0
Oregon,Avista Utilities,2019,April,97530,1193,1
Oregon,Avista Utilities,2019,April,97535,1158,1
Oregon,Avista Utilities,2019,April,97537,536,3
Oregon,Avista Utilities,2019,April,97539,196,0
Oregon,Avista Utilities,2019,April,97540,1608,5
Oregon,Avista Utilities,2019,April,97601,6341,44
Oregon,Avista Utilities,2019,April,97603,8618,23
Oregon,Avista Utilities,2019,April,97623,44,1
Oregon,Avista Utilities,2019,April,97627,197,3
Oregon,Avista Utilities,2019,April,97632,127,0
Oregon,Avista Utilities,2019,April,97634,23,0
Oregon,Idaho Power,2019,April,97819,27,0
Oregon,Avista Utilities,2019,April,97824,300,0
Oregon,Avista Utilities,2019,April,97827,524,2
Oregon,Idaho Power,2019,April,97834,649,0
Oregon,Idaho Power,2019,April,97837,69,0
Oregon,Idaho Power,2019,April,97840,101,0
Oregon,Avista Utilities,2019,April,97841,128,1
Oregon,Avista Utilities,2019,April,97850,4946,15
Oregon,Avista Utilities,2019,April,97867,147,1
Oregon,Idaho Power,2019,April,97870,430,0
Oregon,Avista Utilities,2019,April,97876,50,0
Oregon,Avista Utilities,2019,April,97883,769,7
Oregon,Idaho Power,2019,April,97884,166,0
Oregon,Idaho Power,2019,April,97901,362,1
Oregon,Idaho Power,2019,April,97902,29,0
Oregon,Idaho Power,2019,April,97903,84,0
Oregon,Idaho Power,2019,April,97904,109,0
Oregon,Idaho Power,2019,April,97905,117,0
Oregon,Idaho Power,2019,April,97906,139,1
Oregon,Idaho Power,2019,April,97907,373,0
Oregon,Idaho Power,2019,April,97908,64,0
Oregon,Idaho Power,2019,April,97909,46,0
Oregon,Idaho Power,2019,April,97910,241,0
Oregon,Idaho Power,2019,April,97911,92,0
Oregon,Idaho Power,2019,April,97913,2137,17
Oregon,Idaho Power,2019,April,97914,6862,61
Oregon,Idaho Power,2019,April,97918,1979,13
Oregon,Idaho Power,2019,April,97920,34,0
Oregon,Northwest Natural Gas Company,2019,August,97002,754,0
Oregon,Northwest Natural Gas Company,2019,August,97003,6775,4
Oregon,Northwest Natural Gas Company,2019,August,97004,222,0
Oregon,Northwest Natural Gas Company,2019,August,97005,4262,5
Oregon,Northwest Natural Gas Company,2019,August,97006,9262,12
Oregon,Northwest Natural Gas Company,2019,August,97007,13360,9
Oregon,Northwest Natural Gas Company,2019,August,97008,6269,5
Oregon,Northwest Natural Gas Company,2019,August,97009,1017,1
Oregon,Northwest Natural Gas Company,2019,August,97013,3345,1
Oregon,Northwest Natural Gas Company,2019,August,97015,4544,8
Oregon,Northwest Natural Gas Company,2019,August,97016,108,0
Oregon,Northwest Natural Gas Company,2019,August,97018,646,0
Oregon,Northwest Natural Gas Company,2019,August,97020,157,0
Oregon,Northwest Natural Gas Company,2019,August,97024,1994,2
Oregon,Northwest Natural Gas Company,2019,August,97026,348,3
Oregon,Northwest Natural Gas Company,2019,August,97027,2912,2
Oregon,Northwest Natural Gas Company,2019,August,97030,6359,18
Oregon,Northwest Natural Gas Company,2019,August,97031,3516,3
Oregon,Northwest Natural Gas Company,2019,August,97032,859,1
Oregon,Northwest Natural Gas Company,2019,August,97034,6688,3
Oregon,Northwest Natural Gas Company,2019,August,97035,6962,1
Oregon,Northwest Natural Gas Company,2019,August,97036,1,0
Oregon,Northwest Natural Gas Company,2019,August,97038,2053,2
Oregon,Northwest Natural Gas Company,2019,August,97042,114,1
Oregon,Northwest Natural Gas Company,2019,August,97045,11118,18
Oregon,Northwest Natural Gas Company,2019,August,97048,381,0
Oregon,Northwest Natural Gas Company,2019,August,97051,3112,4
Oregon,Northwest Natural Gas Company,2019,August,97053,607,0
Oregon,Northwest Natural Gas Company,2019,August,97054,18,1
Oregon,Northwest Natural Gas Company,2019,August,97055,3291,4
Oregon,Northwest Natural Gas Company,2019,August,97056,2374,3
Oregon,Northwest Natural Gas Company,2019,August,97058,1558,1
Oregon,Northwest Natural Gas Company,2019,August,97060,4713,1
Oregon,Northwest Natural Gas Company,2019,August,97062,6053,2
Oregon,Northwest Natural Gas Company,2019,August,97064,671,1
Oregon,Northwest Natural Gas Company,2019,August,97068,9304,3
Oregon,Northwest Natural Gas Company,2019,August,97070,5950,6
Oregon,Northwest Natural Gas Company,2019,August,97071,4994,10
Oregon,Northwest Natural Gas Company,2019,August,97078,5749,4
Oregon,Northwest Natural Gas Company,2019,August,97080,10619,8
Oregon,Northwest Natural Gas Company,2019,August,97086,8285,12
Oregon,Northwest Natural Gas Company,2019,August,97089,3246,7
Oregon,Northwest Natural Gas Company,2019,August,97101,286,1
Oregon,Northwest Natural Gas Company,2019,August,97103,3967,5
Oregon,Northwest Natural Gas Company,2019,August,97106,420,0
Oregon,Northwest Natural Gas Company,2019,August,97110,1309,0
Oregon,Northwest Natural Gas Company,2019,August,97111,22,0
Oregon,Northwest Natural Gas Company,2019,August,97113,2098,3
Oregon,Northwest Natural Gas Company,2019,August,97114,17,0
Oregon,Northwest Natural Gas Company,2019,August,97115,928,1
Oregon,Northwest Natural Gas Company,2019,August,97116,3267,2
Oregon,Northwest Natural Gas Company,2019,August,97121,414,0
Oregon,Northwest Natural Gas Company,2019,August,97123,10425,7
Oregon,Northwest Natural Gas Company,2019,August,97124,10646,5
Oregon,Northwest Natural Gas Company,2019,August,97127,799,0
Oregon,Northwest Natural Gas Company,2019,August,97128,2958,0
Oregon,Northwest Natural Gas Company,2019,August,97132,5369,4
Oregon,Northwest Natural Gas Company,2019,August,97133,958,0
Oregon,Northwest Natural Gas Company,2019,August,97138,4160,2
Oregon,Northwest Natural Gas Company,2019,August,97140,6514,6
Oregon,Northwest Natural Gas Company,2019,August,97146,2043,4
Oregon,Northwest Natural Gas Company,2019,August,97201,2320,0
Oregon,Northwest Natural Gas Company,2019,August,97202,11239,9
Oregon,Northwest Natural Gas Company,2019,August,97203,7301,9
Oregon,Northwest Natural Gas Company,2019,August,97204,7,0
Oregon,Northwest Natural Gas Company,2019,August,97205,938,2
Oregon,Northwest Natural Gas Company,2019,August,97206,13459,28
Oregon,Northwest Natural Gas Company,2019,August,97209,1646,9
Oregon,Northwest Natural Gas Company,2019,August,97210,3918,3
Oregon,Northwest Natural Gas Company,2019,August,97211,10133,19
Oregon,Northwest Natural Gas Company,2019,August,97212,8418,4
Oregon,Northwest Natural Gas Company,2019,August,97213,9583,13
Oregon,Northwest Natural Gas Company,2019,August,97214,7951,9
Oregon,Northwest Natural Gas Company,2019,August,97215,5629,0
Oregon,Northwest Natural Gas Company,2019,August,97216,3359,5
Oregon,Northwest Natural Gas Company,2019,August,97217,10291,9
Oregon,Northwest Natural Gas Company,2019,August,97218,3533,8
Oregon,Northwest Natural Gas Company,2019,August,97219,12228,8
Oregon,Northwest Natural Gas Company,2019,August,97220,6517,16
Oregon,Northwest Natural Gas Company,2019,August,97221,3898,1
Oregon,Northwest Natural Gas Company,2019,August,97222,7864,6
Oregon,Northwest Natural Gas Company,2019,August,97223,12757,15
Oregon,Northwest Natural Gas Company,2019,August,97224,10306,6
Oregon,Northwest Natural Gas Company,2019,August,97225,7228,2
Oregon,Northwest Natural Gas Company,2019,August,97227,1288,1
Oregon,Northwest Natural Gas Company,2019,August,97229,20182,4
Oregon,Northwest Natural Gas Company,2019,August,97230,9263,15
Oregon,Northwest Natural Gas Company,2019,August,97231,769,0
Oregon,Northwest Natural Gas Company,2019,August,97232,2863,5
Oregon,Northwest Natural Gas Company,2019,August,97233,6108,14
Oregon,Northwest Natural Gas Company,2019,August,97236,7032,14
Oregon,Northwest Natural Gas Company,2019,August,97239,3951,4
Oregon,Northwest Natural Gas Company,2019,August,97266,7090,15
Oregon,Northwest Natural Gas Company,2019,August,97267,8562,8
Oregon,Northwest Natural Gas Company,2019,August,97301,8280,21
Oregon,Northwest Natural Gas Company,2019,August,97302,10017,9
Oregon,Northwest Natural Gas Company,2019,August,97303,8872,8
Oregon,Northwest Natural Gas Company,2019,August,97304,7017,5
Oregon,Northwest Natural Gas Company,2019,August,97305,6310,11
Oregon,Northwest Natural Gas Company,2019,August,97306,8222,4
Oregon,Northwest Natural Gas Company,2019,August,97310,9,0
Oregon,Northwest Natural Gas Company,2019,August,97317,3763,10
Oregon,Northwest Natural Gas Company,2019,August,97321,8274,7
Oregon,Northwest Natural Gas Company,2019,August,97322,7095,10
Oregon,Northwest Natural Gas Company,2019,August,97325,753,1
Oregon,Northwest Natural Gas Company,2019,August,97327,461,0
Oregon,Northwest Natural Gas Company,2019,August,97330,8977,6
Oregon,Northwest Natural Gas Company,2019,August,97333,4283,5
Oregon,Northwest Natural Gas Company,2019,August,97338,4112,6
Oregon,Northwest Natural Gas Company,2019,August,97341,1300,1
Oregon,Northwest Natural Gas Company,2019,August,97345,9,0
Oregon,Northwest Natural Gas Company,2019,August,97347,215,2
Oregon,Northwest Natural Gas Company,2019,August,97348,216,0
Oregon,Northwest Natural Gas Company,2019,August,97351,1630,0
Oregon,Northwest Natural Gas Company,2019,August,97352,750,1
Oregon,Northwest Natural Gas Company,2019,August,97355,4986,8
Oregon,Northwest Natural Gas Company,2019,August,97358,403,0
Oregon,Northwest Natural Gas Company,2019,August,97360,483,0
Oregon,Northwest Natural Gas Company,2019,August,97361,1255,3
Oregon,Northwest Natural Gas Company,2019,August,97362,696,1
Oregon,Northwest Natural Gas Company,2019,August,97364,217,0
Oregon,Northwest Natural Gas Company,2019,August,97365,1594,1
Oregon,Northwest Natural Gas Company,2019,August,97366,167,0
Oregon,Northwest Natural Gas Company,2019,August,97367,3976,2
Oregon,Northwest Natural Gas Company,2019,August,97368,929,1
Oregon,Northwest Natural Gas Company,2019,August,97370,1192,4
Oregon,Northwest Natural Gas Company,2019,August,97371,42,0
Oregon,Northwest Natural Gas Company,2019,August,97372,11,0
Oregon,Northwest Natural Gas Company,2019,August,97374,295,1
Oregon,Northwest Natural Gas Company,2019,August,97377,56,0
Oregon,Northwest Natural Gas Company,2019,August,97378,803,2
Oregon,Northwest Natural Gas Company,2019,August,97380,156,1
Oregon,Northwest Natural Gas Company,2019,August,97381,2780,4
Oregon,Northwest Natural Gas Company,2019,August,97383,1683,0
Oregon,Northwest Natural Gas Company,2019,August,97384,33,0
Oregon,Northwest Natural Gas Company,2019,August,97385,737,0
Oregon,Northwest Natural Gas Company,2019,August,97386,2103,5
Oregon,Northwest Natural Gas Company,2019,August,97388,1039,0
Oregon,Northwest Natural Gas Company,2019,August,97389,310,0
Oregon,Northwest Natural Gas Company,2019,August,97391,284,1
Oregon,Northwest Natural Gas Company,2019,August,97392,819,1
Oregon,Northwest Natural Gas Company,2019,August,97396,389,1
Oregon,Northwest Natural Gas Company,2019,August,97401,5330,3
Oregon,Northwest Natural Gas Company,2019,August,97402,4517,5
Oregon,Northwest Natural Gas Company,2019,August,97403,1452,2
Oregon,Northwest Natural Gas Company,2019,August,97404,6133,5
Oregon,Northwest Natural Gas Company,2019,August,97405,6794,7
Oregon,Northwest Natural Gas Company,2019,August,97408,2645,2
Oregon,Northwest Natural Gas Company,2019,August,97420,736,3
Oregon,Northwest Natural Gas Company,2019,August,97423,181,0
Oregon,Northwest Natural Gas Company,2019,August,97424,2276,4
Oregon,Northwest Natural Gas Company,2019,August,97426,1244,3
Oregon,Northwest Natural Gas Company,2019,August,97438,10,0
Oregon,Northwest Natural Gas Company,2019,August,97446,576,1
Oregon,Northwest Natural Gas Company,2019,August,97448,1377,0
Oregon,Northwest Natural Gas Company,2019,August,97455,134,0
Oregon,Northwest Natural Gas Company,2019,August,97458,116,0
Oregon,Northwest Natural Gas Company,2019,August,97459,512,2
Oregon,Northwest Natural Gas Company,2019,August,97477,2829,4
Oregon,Northwest Natural Gas Company,2019,August,97478,2237,2
Oregon,Idaho Power,2019,August,97814,1,0
Oregon,Idaho Power,2019,August,97819,26,0
Oregon,Idaho Power,2019,August,97834,651,0
Oregon,Idaho Power,2019,August,97837,72,0
Oregon,Idaho Power,2019,August,97840,97,0
Oregon,Idaho Power,2019,August,97870,434,2
Oregon,Idaho Power,2019,August,97884,171,0
Oregon,Idaho Power,2019,August,97901,363,3
Oregon,Idaho Power,2019,August,97902,29,0
Oregon,Idaho Power,2019,August,97903,84,0
Oregon,Idaho Power,2019,August,97904,110,0
Oregon,Idaho Power,2019,August,97905,117,0
Oregon,Idaho Power,2019,August,97906,139,0
Oregon,Idaho Power,2019,August,97907,376,0
Oregon,Idaho Power,2019,August,97908,62,0
Oregon,Idaho Power,2019,August,97909,46,0
Oregon,Idaho Power,2019,August,97910,379,0
Oregon,Idaho Power,2019,August,97911,90,0
Oregon,Idaho Power,2019,August,97913,2148,14
Oregon,Idaho Power,2019,August,97914,6906,47
Oregon,Idaho Power,2019,August,97918,1965,7
