state,utility_name,year,month,zip_code,number_of_customers,number_of_disconnections
Oregon,Idaho Power,2018,August,83301,1,0
Oregon,Idaho Power,2018,August,83687,1,0
Oregon,Northwest Natural Gas Company,2018,August,97002,757,0
Oregon,Northwest Natural Gas Company,2018,August,97003,6754,8
Oregon,Northwest Natural Gas Company,2018,August,97004,219,0
Oregon,Northwest Natural Gas Company,2018,August,97005,4214,9
Oregon,Northwest Natural Gas Company,2018,August,97006,9230,4
Oregon,Northwest Natural Gas Company,2018,August,97007,13201,15
Oregon,Northwest Natural Gas Company,2018,August,97008,6250,8
Oregon,Northwest Natural Gas Company,2018,August,97009,1000,1
Oregon,Northwest Natural Gas Company,2018,August,97013,3238,0
Oregon,Northwest Natural Gas Company,2018,August,97015,4500,7
Oregon,Northwest Natural Gas Company,2018,August,97016,103,0
Oregon,Northwest Natural Gas Company,2018,August,97018,644,0
Oregon,Northwest Natural Gas Company,2018,August,97020,157,1
Oregon,Northwest Natural Gas Company,2018,August,97024,1988,3
Oregon,Northwest Natural Gas Company,2018,August,97026,338,0
Oregon,Northwest Natural Gas Company,2018,August,97027,2887,5
Oregon,Northwest Natural Gas Company,2018,August,97030,6331,26
Oregon,Northwest Natural Gas Company,2018,August,97031,3415,2
Oregon,Northwest Natural Gas Company,2018,August,97032,860,0
Oregon,Northwest Natural Gas Company,2018,August,97034,6628,5
Oregon,Northwest Natural Gas Company,2018,August,97035,6917,2
Oregon,Northwest Natural Gas Company,2018,August,97036,1,0
Oregon,Northwest Natural Gas Company,2018,August,97038,1961,4
Oregon,Northwest Natural Gas Company,2018,August,97042,106,0
Oregon,Northwest Natural Gas Company,2018,August,97045,10961,8
Oregon,Northwest Natural Gas Company,2018,August,97048,371,1
Oregon,Northwest Natural Gas Company,2018,August,97051,3077,3
Oregon,Northwest Natural Gas Company,2018,August,97053,598,0
Oregon,Northwest Natural Gas Company,2018,August,97054,20,0
Oregon,Northwest Natural Gas Company,2018,August,97055,3223,6
Oregon,Northwest Natural Gas Company,2018,August,97056,2354,2
Oregon,Northwest Natural Gas Company,2018,August,97058,1528,2
Oregon,Northwest Natural Gas Company,2018,August,97060,4644,5
Oregon,Northwest Natural Gas Company,2018,August,97062,5972,6
Oregon,Northwest Natural Gas Company,2018,August,97064,657,1
Oregon,Northwest Natural Gas Company,2018,August,97068,9245,8
Oregon,Northwest Natural Gas Company,2018,August,97070,5794,4
Oregon,Northwest Natural Gas Company,2018,August,97071,4937,8
Oregon,Northwest Natural Gas Company,2018,August,97078,5737,9
Oregon,Northwest Natural Gas Company,2018,August,97080,10414,9
Oregon,Northwest Natural Gas Company,2018,August,97086,8172,6
Oregon,Northwest Natural Gas Company,2018,August,97089,3210,4
Oregon,Northwest Natural Gas Company,2018,August,97101,290,1
Oregon,Northwest Natural Gas Company,2018,August,97103,3922,15
Oregon,Northwest Natural Gas Company,2018,August,97106,415,2
Oregon,Northwest Natural Gas Company,2018,August,97110,1294,2
Oregon,Northwest Natural Gas Company,2018,August,97111,21,0
Oregon,Northwest Natural Gas Company,2018,August,97113,2056,2
Oregon,Northwest Natural Gas Company,2018,August,97114,17,0
Oregon,Northwest Natural Gas Company,2018,August,97115,920,1
Oregon,Northwest Natural Gas Company,2018,August,97116,3116,3
Oregon,Northwest Natural Gas Company,2018,August,97121,409,0
Oregon,Northwest Natural Gas Company,2018,August,97123,10292,9
Oregon,Northwest Natural Gas Company,2018,August,97124,10606,12
Oregon,Northwest Natural Gas Company,2018,August,97127,794,0
Oregon,Northwest Natural Gas Company,2018,August,97128,2860,1
Oregon,Northwest Natural Gas Company,2018,August,97132,5256,5
Oregon,Northwest Natural Gas Company,2018,August,97133,893,1
Oregon,Northwest Natural Gas Company,2018,August,97138,4102,7
Oregon,Northwest Natural Gas Company,2018,August,97140,6455,6
Oregon,Northwest Natural Gas Company,2018,August,97146,2000,1
Oregon,Northwest Natural Gas Company,2018,August,97201,2249,5
Oregon,Northwest Natural Gas Company,2018,August,97202,11066,11
Oregon,Northwest Natural Gas Company,2018,August,97203,7177,17
Oregon,Northwest Natural Gas Company,2018,August,97204,7,0
Oregon,Northwest Natural Gas Company,2018,August,97205,926,2
Oregon,Northwest Natural Gas Company,2018,August,97206,13278,16
Oregon,Northwest Natural Gas Company,2018,August,97209,1620,8
Oregon,Northwest Natural Gas Company,2018,August,97210,3616,9
Oregon,Northwest Natural Gas Company,2018,August,97211,9950,22
Oregon,Northwest Natural Gas Company,2018,August,97212,8374,8
Oregon,Northwest Natural Gas Company,2018,August,97213,9504,11
Oregon,Northwest Natural Gas Company,2018,August,97214,7845,12
Oregon,Northwest Natural Gas Company,2018,August,97215,5570,7
Oregon,Northwest Natural Gas Company,2018,August,97216,3298,3
Oregon,Northwest Natural Gas Company,2018,August,97217,10092,26
Oregon,Northwest Natural Gas Company,2018,August,97218,3488,10
Oregon,Northwest Natural Gas Company,2018,August,97219,12129,6
Oregon,Northwest Natural Gas Company,2018,August,97220,6425,18
Oregon,Northwest Natural Gas Company,2018,August,97221,3892,3
Oregon,Northwest Natural Gas Company,2018,August,97222,7790,10
Oregon,Northwest Natural Gas Company,2018,August,97223,12703,8
Oregon,Northwest Natural Gas Company,2018,August,97224,10113,5
Oregon,Northwest Natural Gas Company,2018,August,97225,7176,6
Oregon,Northwest Natural Gas Company,2018,August,97227,1017,0
Oregon,Northwest Natural Gas Company,2018,August,97229,19762,13
Oregon,Northwest Natural Gas Company,2018,August,97230,9163,18
Oregon,Northwest Natural Gas Company,2018,August,97231,762,5
Oregon,Northwest Natural Gas Company,2018,August,97232,2869,4
Oregon,Northwest Natural Gas Company,2018,August,97233,6067,12
Oregon,Northwest Natural Gas Company,2018,August,97236,6998,22
Oregon,Northwest Natural Gas Company,2018,August,97239,3929,2
Oregon,Northwest Natural Gas Company,2018,August,97266,6987,31
Oregon,Northwest Natural Gas Company,2018,August,97267,8498,7
Oregon,Northwest Natural Gas Company,2018,August,97301,8202,36
Oregon,Northwest Natural Gas Company,2018,August,97302,9942,18
Oregon,Northwest Natural Gas Company,2018,August,97303,8826,7
Oregon,Northwest Natural Gas Company,2018,August,97304,6871,7
Oregon,Northwest Natural Gas Company,2018,August,97305,6198,12
Oregon,Northwest Natural Gas Company,2018,August,97306,8007,14
Oregon,Northwest Natural Gas Company,2018,August,97310,9,0
Oregon,Northwest Natural Gas Company,2018,August,97317,3728,9
Oregon,Northwest Natural Gas Company,2018,August,97321,8062,13
Oregon,Northwest Natural Gas Company,2018,August,97322,7027,8
Oregon,Northwest Natural Gas Company,2018,August,97325,706,1
Oregon,Northwest Natural Gas Company,2018,August,97327,452,1
Oregon,Northwest Natural Gas Company,2018,August,97330,8965,2
Oregon,Northwest Natural Gas Company,2018,August,97333,4255,2
Oregon,Northwest Natural Gas Company,2018,August,97338,3938,5
Oregon,Northwest Natural Gas Company,2018,August,97341,1285,0
Oregon,Northwest Natural Gas Company,2018,August,97345,8,0
Oregon,Northwest Natural Gas Company,2018,August,97347,214,2
Oregon,Northwest Natural Gas Company,2018,August,97348,213,2
Oregon,Northwest Natural Gas Company,2018,August,97351,1572,5
Oregon,Northwest Natural Gas Company,2018,August,97352,743,0
Oregon,Northwest Natural Gas Company,2018,August,97355,4938,8
Oregon,Northwest Natural Gas Company,2018,August,97358,397,1
Oregon,Northwest Natural Gas Company,2018,August,97360,474,5
Oregon,Northwest Natural Gas Company,2018,August,97361,1236,1
Oregon,Northwest Natural Gas Company,2018,August,97362,688,0
Oregon,Northwest Natural Gas Company,2018,August,97364,217,1
Oregon,Northwest Natural Gas Company,2018,August,97365,1563,1
Oregon,Northwest Natural Gas Company,2018,August,97366,167,0
Oregon,Northwest Natural Gas Company,2018,August,97367,3910,0
Oregon,Northwest Natural Gas Company,2018,August,97368,922,0
Oregon,Northwest Natural Gas Company,2018,August,97370,1170,0
Oregon,Northwest Natural Gas Company,2018,August,97371,40,0
Oregon,Northwest Natural Gas Company,2018,August,97372,11,0
Oregon,Northwest Natural Gas Company,2018,August,97374,294,2
Oregon,Northwest Natural Gas Company,2018,August,97377,57,0
Oregon,Northwest Natural Gas Company,2018,August,97378,787,2
Oregon,Northwest Natural Gas Company,2018,August,97380,152,1
Oregon,Northwest Natural Gas Company,2018,August,97381,2731,1
Oregon,Northwest Natural Gas Company,2018,August,97383,1654,5
Oregon,Northwest Natural Gas Company,2018,August,97384,34,0
Oregon,Northwest Natural Gas Company,2018,August,97385,689,0
Oregon,Northwest Natural Gas Company,2018,August,97386,2086,6
Oregon,Northwest Natural Gas Company,2018,August,97388,1026,0
Oregon,Northwest Natural Gas Company,2018,August,97389,309,0
Oregon,Northwest Natural Gas Company,2018,August,97391,285,1
Oregon,Northwest Natural Gas Company,2018,August,97392,756,5
Oregon,Northwest Natural Gas Company,2018,August,97396,374,1
Oregon,Northwest Natural Gas Company,2018,August,97401,5198,4
Oregon,Northwest Natural Gas Company,2018,August,97402,4456,4
Oregon,Northwest Natural Gas Company,2018,August,97403,1439,1
Oregon,Northwest Natural Gas Company,2018,August,97404,6017,5
Oregon,Northwest Natural Gas Company,2018,August,97405,6543,3
Oregon,Northwest Natural Gas Company,2018,August,97408,2527,1
Oregon,Avista Utilities,2018,August,97417,296,1
Oregon,Northwest Natural Gas Company,2018,August,97420,702,0
Oregon,Northwest Natural Gas Company,2018,August,97423,175,1
Oregon,Northwest Natural Gas Company,2018,August,97424,2251,2
Oregon,Northwest Natural Gas Company,2018,August,97426,1221,0
Oregon,Avista Utilities,2018,August,97432,56,0
Oregon,Northwest Natural Gas Company,2018,August,97438,11,0
Oregon,Avista Utilities,2018,August,97442,147,0
Oregon,Northwest Natural Gas Company,2018,August,97446,571,4
Oregon,Northwest Natural Gas Company,2018,August,97448,1355,6
Oregon,Northwest Natural Gas Company,2018,August,97455,131,0
Oregon,Avista Utilities,2018,August,97457,1395,12
Oregon,Northwest Natural Gas Company,2018,August,97458,104,0
Oregon,Northwest Natural Gas Company,2018,August,97459,473,0
Oregon,Avista Utilities,2018,August,97462,265,1
Oregon,Avista Utilities,2018,August,97469,255,1
Oregon,Avista Utilities,2018,August,97470,3383,18
Oregon,Avista Utilities,2018,August,97471,4803,15
Oregon,Northwest Natural Gas Company,2018,August,97477,2770,2
Oregon,Northwest Natural Gas Company,2018,August,97478,2223,0
Oregon,Avista Utilities,2018,August,97479,1500,7
Oregon,Avista Utilities,2018,August,97495,482,0
Oregon,Avista Utilities,2018,August,97496,1073,8
Oregon,Avista Utilities,2018,August,97497,2,0
Oregon,Avista Utilities,2018,August,97501,9039,27
Oregon,Avista Utilities,2018,August,97502,6069,9
Oregon,Avista Utilities,2018,August,97503,1569,5
Oregon,Avista Utilities,2018,August,97504,12213,18
Oregon,Avista Utilities,2018,August,97520,7055,13
Oregon,Avista Utilities,2018,August,97524,2484,2
Oregon,Avista Utilities,2018,August,97525,558,1
Oregon,Avista Utilities,2018,August,97526,6083,10
Oregon,Avista Utilities,2018,August,97527,5232,8
Oregon,Avista Utilities,2018,August,97528,2,0
Oregon,Avista Utilities,2018,August,97530,1154,0
Oregon,Avista Utilities,2018,August,97535,1129,3
Oregon,Avista Utilities,2018,August,97537,507,0
Oregon,Avista Utilities,2018,August,97539,188,0
Oregon,Avista Utilities,2018,August,97540,1562,6
Oregon,Avista Utilities,2018,August,97601,6066,25
Oregon,Avista Utilities,2018,August,97603,8344,40
Oregon,Avista Utilities,2018,August,97623,40,0
Oregon,Avista Utilities,2018,August,97627,192,0
Oregon,Avista Utilities,2018,August,97632,122,0
Oregon,Avista Utilities,2018,August,97634,21,0
Oregon,Idaho Power,2018,August,97819,26,0
Oregon,Avista Utilities,2018,August,97824,285,0
Oregon,Avista Utilities,2018,August,97827,509,1
Oregon,Idaho Power,2018,August,97834,673,1
Oregon,Idaho Power,2018,August,97837,75,0
Oregon,Idaho Power,2018,August,97840,101,0
Oregon,Avista Utilities,2018,August,97841,128,1
Oregon,Avista Utilities,2018,August,97850,4855,7
Oregon,Avista Utilities,2018,August,97867,145,1
Oregon,Idaho Power,2018,August,97870,437,1
Oregon,Avista Utilities,2018,August,97876,50,0
Oregon,Avista Utilities,2018,August,97883,731,2
Oregon,Idaho Power,2018,August,97884,169,1
Oregon,Idaho Power,2018,August,97901,372,3
Oregon,Idaho Power,2018,August,97902,30,0
Oregon,Idaho Power,2018,August,97903,87,0
Oregon,Idaho Power,2018,August,97904,110,0
Oregon,Idaho Power,2018,August,97905,120,0
Oregon,Idaho Power,2018,August,97906,140,0
Oregon,Idaho Power,2018,August,97907,388,4
Oregon,Idaho Power,2018,August,97908,62,0
Oregon,Idaho Power,2018,August,97909,47,0
Oregon,Idaho Power,2018,August,97910,335,0
Oregon,Idaho Power,2018,August,97911,93,0
Oregon,Idaho Power,2018,August,97913,2179,13
Oregon,Idaho Power,2018,August,97914,7123,49
Oregon,Idaho Power,2018,August,97918,2031,10
Oregon,Idaho Power,2018,August,97920,33,0
Oregon,Northwest Natural Gas Company,2018,December,97002,760,0
Oregon,Northwest Natural Gas Company,2018,December,97003,6778,8
Oregon,Northwest Natural Gas Company,2018,December,97004,222,0
Oregon,Northwest Natural Gas Company,2018,December,97005,4243,4
Oregon,Northwest Natural Gas Company,2018,December,97006,9275,7
Oregon,Northwest Natural Gas Company,2018,December,97007,13277,3
Oregon,Northwest Natural Gas Company,2018,December,97008,6277,2
Oregon,Northwest Natural Gas Company,2018,December,97009,1011,2
Oregon,Northwest Natural Gas Company,2018,December,97013,3276,2
Oregon,Northwest Natural Gas Company,2018,December,97015,4531,6
Oregon,Northwest Natural Gas Company,2018,December,97016,106,0
Oregon,Northwest Natural Gas Company,2018,December,97018,647,0
Oregon,Northwest Natural Gas Company,2018,December,97020,157,0
Oregon,Northwest Natural Gas Company,2018,December,97024,1991,2
Oregon,Northwest Natural Gas Company,2018,December,97026,343,1
Oregon,Northwest Natural Gas Company,2018,December,97027,2910,3
Oregon,Northwest Natural Gas Company,2018,December,97030,6381,8
Oregon,Northwest Natural Gas Company,2018,December,97031,3462,1
Oregon,Northwest Natural Gas Company,2018,December,97032,862,1
Oregon,Northwest Natural Gas Company,2018,December,97034,6673,4
Oregon,Northwest Natural Gas Company,2018,December,97035,6946,6
Oregon,Northwest Natural Gas Company,2018,December,97036,1,0
Oregon,Northwest Natural Gas Company,2018,December,97038,2003,2
Oregon,Northwest Natural Gas Company,2018,December,97042,109,1
Oregon,Northwest Natural Gas Company,2018,December,97045,11042,6
Oregon,Northwest Natural Gas Company,2018,December,97048,376,0
Oregon,Northwest Natural Gas Company,2018,December,97051,3106,4
Oregon,Northwest Natural Gas Company,2018,December,97053,603,1
Oregon,Northwest Natural Gas Company,2018,December,97054,20,0
Oregon,Northwest Natural Gas Company,2018,December,97055,3257,4
Oregon,Northwest Natural Gas Company,2018,December,97056,2367,2
Oregon,Northwest Natural Gas Company,2018,December,97058,1557,0
Oregon,Northwest Natural Gas Company,2018,December,97060,4672,3
Oregon,Northwest Natural Gas Company,2018,December,97062,6009,6
Oregon,Northwest Natural Gas Company,2018,December,97064,666,0
Oregon,Northwest Natural Gas Company,2018,December,97068,9289,6
Oregon,Northwest Natural Gas Company,2018,December,97070,5887,1
Oregon,Northwest Natural Gas Company,2018,December,97071,4980,6
Oregon,Northwest Natural Gas Company,2018,December,97078,5758,9
Oregon,Northwest Natural Gas Company,2018,December,97080,10497,6
Oregon,Northwest Natural Gas Company,2018,December,97086,8221,9
Oregon,Northwest Natural Gas Company,2018,December,97089,3233,3
Oregon,Northwest Natural Gas Company,2018,December,97101,289,0
Oregon,Northwest Natural Gas Company,2018,December,97103,3971,5
Oregon,Northwest Natural Gas Company,2018,December,97106,419,1
Oregon,Northwest Natural Gas Company,2018,December,97110,1298,0
Oregon,Northwest Natural Gas Company,2018,December,97111,21,0
Oregon,Northwest Natural Gas Company,2018,December,97113,2065,7
Oregon,Northwest Natural Gas Company,2018,December,97114,17,0
Oregon,Northwest Natural Gas Company,2018,December,97115,927,0
Oregon,Northwest Natural Gas Company,2018,December,97116,3195,3
Oregon,Northwest Natural Gas Company,2018,December,97121,410,1
Oregon,Northwest Natural Gas Company,2018,December,97123,10359,3
Oregon,Northwest Natural Gas Company,2018,December,97124,10640,1
Oregon,Northwest Natural Gas Company,2018,December,97127,798,1
Oregon,Northwest Natural Gas Company,2018,December,97128,2898,3
Oregon,Northwest Natural Gas Company,2018,December,97132,5310,9
Oregon,Northwest Natural Gas Company,2018,December,97133,905,1
Oregon,Northwest Natural Gas Company,2018,December,97138,4139,3
Oregon,Northwest Natural Gas Company,2018,December,97140,6496,2
Oregon,Northwest Natural Gas Company,2018,December,97146,2024,4
Oregon,Northwest Natural Gas Company,2018,December,97201,2299,2
Oregon,Northwest Natural Gas Company,2018,December,97202,11190,8
Oregon,Northwest Natural Gas Company,2018,December,97203,7272,9
Oregon,Northwest Natural Gas Company,2018,December,97204,7,0
Oregon,Northwest Natural Gas Company,2018,December,97205,936,2
Oregon,Northwest Natural Gas Company,2018,December,97206,13427,21
Oregon,Northwest Natural Gas Company,2018,December,97209,1856,5
Oregon,Northwest Natural Gas Company,2018,December,97210,3699,3
Oregon,Northwest Natural Gas Company,2018,December,97211,10073,12
Oregon,Northwest Natural Gas Company,2018,December,97212,8421,8
Oregon,Northwest Natural Gas Company,2018,December,97213,9579,8
Oregon,Northwest Natural Gas Company,2018,December,97214,7914,10
Oregon,Northwest Natural Gas Company,2018,December,97215,5628,5
Oregon,Northwest Natural Gas Company,2018,December,97216,3354,3
Oregon,Northwest Natural Gas Company,2018,December,97217,10213,11
Oregon,Northwest Natural Gas Company,2018,December,97218,3526,3
Oregon,Northwest Natural Gas Company,2018,December,97219,12208,2
Oregon,Northwest Natural Gas Company,2018,December,97220,6508,8
Oregon,Northwest Natural Gas Company,2018,December,97221,3907,3
Oregon,Northwest Natural Gas Company,2018,December,97222,7858,7
Oregon,Northwest Natural Gas Company,2018,December,97223,12751,16
Oregon,Northwest Natural Gas Company,2018,December,97224,10216,7
Oregon,Northwest Natural Gas Company,2018,December,97225,7196,8
Oregon,Northwest Natural Gas Company,2018,December,97227,1031,2
Oregon,Northwest Natural Gas Company,2018,December,97229,19911,12
Oregon,Northwest Natural Gas Company,2018,December,97230,9220,8
Oregon,Northwest Natural Gas Company,2018,December,97231,767,1
Oregon,Northwest Natural Gas Company,2018,December,97232,2880,6
Oregon,Northwest Natural Gas Company,2018,December,97233,6134,9
Oregon,Northwest Natural Gas Company,2018,December,97236,7053,9
Oregon,Northwest Natural Gas Company,2018,December,97239,3951,1
Oregon,Northwest Natural Gas Company,2018,December,97266,7111,13
Oregon,Northwest Natural Gas Company,2018,December,97267,8568,13
Oregon,Northwest Natural Gas Company,2018,December,97301,8308,21
Oregon,Northwest Natural Gas Company,2018,December,97302,10009,5
Oregon,Northwest Natural Gas Company,2018,December,97303,8857,4
Oregon,Northwest Natural Gas Company,2018,December,97304,6932,4
Oregon,Northwest Natural Gas Company,2018,December,97305,6242,9
Oregon,Northwest Natural Gas Company,2018,December,97306,8117,12
Oregon,Northwest Natural Gas Company,2018,December,97310,9,0
Oregon,Northwest Natural Gas Company,2018,December,97317,3758,6
Oregon,Northwest Natural Gas Company,2018,December,97321,8185,2
Oregon,Northwest Natural Gas Company,2018,December,97322,7073,9
Oregon,Northwest Natural Gas Company,2018,December,97325,727,1
Oregon,Northwest Natural Gas Company,2018,December,97327,462,0
Oregon,Northwest Natural Gas Company,2018,December,97330,9089,1
Oregon,Northwest Natural Gas Company,2018,December,97333,4326,3
Oregon,Northwest Natural Gas Company,2018,December,97338,4031,2
Oregon,Northwest Natural Gas Company,2018,December,97341,1296,0
Oregon,Northwest Natural Gas Company,2018,December,97345,8,0
Oregon,Northwest Natural Gas Company,2018,December,97347,217,1
Oregon,Northwest Natural Gas Company,2018,December,97348,215,1
Oregon,Northwest Natural Gas Company,2018,December,97351,1585,2
Oregon,Northwest Natural Gas Company,2018,December,97352,757,0
Oregon,Northwest Natural Gas Company,2018,December,97355,5010,5
Oregon,Northwest Natural Gas Company,2018,December,97358,401,0
Oregon,Northwest Natural Gas Company,2018,December,97360,480,0
Oregon,Northwest Natural Gas Company,2018,December,97361,1254,1
Oregon,Northwest Natural Gas Company,2018,December,97362,692,0
Oregon,Northwest Natural Gas Company,2018,December,97364,217,0
Oregon,Northwest Natural Gas Company,2018,December,97365,1576,0
Oregon,Northwest Natural Gas Company,2018,December,97366,170,0
Oregon,Northwest Natural Gas Company,2018,December,97367,3947,4
Oregon,Northwest Natural Gas Company,2018,December,97368,927,1
Oregon,Northwest Natural Gas Company,2018,December,97370,1183,2
Oregon,Northwest Natural Gas Company,2018,December,97371,41,0
Oregon,Northwest Natural Gas Company,2018,December,97372,11,0
Oregon,Northwest Natural Gas Company,2018,December,97374,295,0
Oregon,Northwest Natural Gas Company,2018,December,97377,57,0
Oregon,Northwest Natural Gas Company,2018,December,97378,795,1
Oregon,Northwest Natural Gas Company,2018,December,97380,155,0
Oregon,Northwest Natural Gas Company,2018,December,97381,2770,3
Oregon,Northwest Natural Gas Company,2018,December,97383,1676,0
Oregon,Northwest Natural Gas Company,2018,December,97384,35,0
Oregon,Northwest Natural Gas Company,2018,December,97385,711,0
Oregon,Northwest Natural Gas Company,2018,December,97386,2116,2
Oregon,Northwest Natural Gas Company,2018,December,97388,1031,1
Oregon,Northwest Natural Gas Company,2018,December,97389,310,0
Oregon,Northwest Natural Gas Company,2018,December,97391,287,1
Oregon,Northwest Natural Gas Company,2018,December,97392,771,1
Oregon,Northwest Natural Gas Company,2018,December,97396,390,0
Oregon,Northwest Natural Gas Company,2018,December,97401,5269,0
Oregon,Northwest Natural Gas Company,2018,December,97402,4504,6
Oregon,Northwest Natural Gas Company,2018,December,97403,1455,3
Oregon,Northwest Natural Gas Company,2018,December,97404,6071,1
Oregon,Northwest Natural Gas Company,2018,December,97405,6627,3
Oregon,Northwest Natural Gas Company,2018,December,97408,2576,2
Oregon,Avista Utilities,2018,December,97417,304,0
Oregon,Northwest Natural Gas Company,2018,December,97420,711,0
Oregon,Northwest Natural Gas Company,2018,December,97423,177,0
Oregon,Northwest Natural Gas Company,2018,December,97424,2275,0
Oregon,Northwest Natural Gas Company,2018,December,97426,1235,2
Oregon,Avista Utilities,2018,December,97432,56,0
Oregon,Northwest Natural Gas Company,2018,December,97438,11,0
Oregon,Avista Utilities,2018,December,97442,153,0
Oregon,Northwest Natural Gas Company,2018,December,97446,578,0
Oregon,Northwest Natural Gas Company,2018,December,97448,1388,0
Oregon,Northwest Natural Gas Company,2018,December,97455,133,0
Oregon,Avista Utilities,2018,December,97457,1424,9
Oregon,Northwest Natural Gas Company,2018,December,97458,111,0
Oregon,Northwest Natural Gas Company,2018,December,97459,491,0
Oregon,Avista Utilities,2018,December,97462,267,3
Oregon,Avista Utilities,2018,December,97469,272,3
Oregon,Avista Utilities,2018,December,97470,3470,2
Oregon,Avista Utilities,2018,December,97471,4885,4
Oregon,Northwest Natural Gas Company,2018,December,97477,2797,1
Oregon,Northwest Natural Gas Company,2018,December,97478,2237,0
Oregon,Avista Utilities,2018,December,97479,1553,2
Oregon,Avista Utilities,2018,December,97495,489,1
Oregon,Avista Utilities,2018,December,97496,1089,1
Oregon,Avista Utilities,2018,December,97497,2,0
Oregon,Avista Utilities,2018,December,97501,9305,2
Oregon,Avista Utilities,2018,December,97502,6204,7
Oregon,Avista Utilities,2018,December,97503,1586,3
Oregon,Avista Utilities,2018,December,97504,12458,10
Oregon,Avista Utilities,2018,December,97520,7168,6
Oregon,Avista Utilities,2018,December,97524,2571,2
Oregon,Avista Utilities,2018,December,97525,568,0
Oregon,Avista Utilities,2018,December,97526,6227,10
Oregon,Avista Utilities,2018,December,97527,5398,11
Oregon,Avista Utilities,2018,December,97528,2,0
Oregon,Avista Utilities,2018,December,97530,1176,1
Oregon,Avista Utilities,2018,December,97535,1138,0
Oregon,Avista Utilities,2018,December,97537,523,1
Oregon,Avista Utilities,2018,December,97539,193,0
Oregon,Avista Utilities,2018,December,97540,1602,3
Oregon,Avista Utilities,2018,December,97601,6273,17
Oregon,Avista Utilities,2018,December,97603,8548,14
Oregon,Avista Utilities,2018,December,97623,46,0
Oregon,Avista Utilities,2018,December,97627,198,1
Oregon,Avista Utilities,2018,December,97632,129,2
Oregon,Avista Utilities,2018,December,97634,23,0
Oregon,Idaho Power,2018,December,97819,25,0
Oregon,Avista Utilities,2018,December,97824,299,0
Oregon,Avista Utilities,2018,December,97827,528,1
Oregon,Idaho Power,2018,December,97834,650,0
Oregon,Idaho Power,2018,December,97837,70,0
Oregon,Idaho Power,2018,December,97840,97,0
Oregon,Avista Utilities,2018,December,97841,127,0
Oregon,Avista Utilities,2018,December,97850,4954,2
Oregon,Avista Utilities,2018,December,97867,146,0
Oregon,Idaho Power,2018,December,97870,428,0
Oregon,Avista Utilities,2018,December,97876,51,0
Oregon,Avista Utilities,2018,December,97883,770,1
Oregon,Idaho Power,2018,December,97884,167,0
Oregon,Idaho Power,2018,December,97901,362,0
Oregon,Idaho Power,2018,December,97902,29,0
Oregon,Idaho Power,2018,December,97903,80,1
Oregon,Idaho Power,2018,December,97904,109,0
Oregon,Idaho Power,2018,December,97905,120,1
Oregon,Idaho Power,2018,December,97906,137,0
Oregon,Idaho Power,2018,December,97907,367,1
Oregon,Idaho Power,2018,December,97908,62,0
Oregon,Idaho Power,2018,December,97909,46,0
Oregon,Idaho Power,2018,December,97910,327,0
Oregon,Idaho Power,2018,December,97911,91,0
Oregon,Idaho Power,2018,December,97913,2125,4
Oregon,Idaho Power,2018,December,97914,6847,23
Oregon,Idaho Power,2018,December,97918,1965,5
Oregon,Idaho Power,2018,December,97920,34,0
Oregon,Northwest Natural Gas Company,2018,November,97002,762,0
Oregon,Northwest Natural Gas Company,2018,November,97003,6763,5
Oregon,Northwest Natural Gas Company,2018,November,97004,221,0
Oregon,Northwest Natural Gas Company,2018,November,97005,4233,4
Oregon,Northwest Natural Gas Company,2018,November,97006,9254,4
Oregon,Northwest Natural Gas Company,2018,November,97007,13253,7
Oregon,Northwest Natural Gas Company,2018,November,97008,6275,2
Oregon,Northwest Natural Gas Company,2018,November,97009,1006,1
Oregon,Northwest Natural Gas Company,2018,November,97013,3265,3
Oregon,Northwest Natural Gas Company,2018,November,97015,4524,5
Oregon,Northwest Natural Gas Company,2018,November,97016,106,0
Oregon,Northwest Natural Gas Company,2018,November,97018,646,0
Oregon,Northwest Natural Gas Company,2018,November,97020,157,0
Oregon,Northwest Natural Gas Company,2018,November,97024,1989,2
Oregon,Northwest Natural Gas Company,2018,November,97026,339,1
Oregon,Northwest Natural Gas Company,2018,November,97027,2901,5
Oregon,Northwest Natural Gas Company,2018,November,97030,6356,4
Oregon,Northwest Natural Gas Company,2018,November,97031,3450,0
Oregon,Northwest Natural Gas Company,2018,November,97032,860,0
Oregon,Northwest Natural Gas Company,2018,November,97034,6667,2
Oregon,Northwest Natural Gas Company,2018,November,97035,6928,2
Oregon,Northwest Natural Gas Company,2018,November,97036,1,0
Oregon,Northwest Natural Gas Company,2018,November,97038,1988,3
Oregon,Northwest Natural Gas Company,2018,November,97042,108,0
Oregon,Northwest Natural Gas Company,2018,November,97045,11013,9
Oregon,Northwest Natural Gas Company,2018,November,97048,372,0
Oregon,Northwest Natural Gas Company,2018,November,97051,3092,4
Oregon,Northwest Natural Gas Company,2018,November,97053,599,0
Oregon,Northwest Natural Gas Company,2018,November,97054,20,0
Oregon,Northwest Natural Gas Company,2018,November,97055,3242,8
Oregon,Northwest Natural Gas Company,2018,November,97056,2361,1
Oregon,Northwest Natural Gas Company,2018,November,97058,1545,3
Oregon,Northwest Natural Gas Company,2018,November,97060,4657,2
Oregon,Northwest Natural Gas Company,2018,November,97062,5993,2
